,dataset,auroc,accuracy,balanced_accuracy,f1_score,prec,rec,auprc,auroc_y_no_noise,accuracy_y_no_noise,balanced_accuracy_y_no_noise,f1_score_y_no_noise,prec_y_no_noise,rec_y_no_noise,auprc_y_no_noise,run,automl,exp_name,y_preds,y_proba,y_des
449,digen22_2433,0.9919838517416278,0.992,0.9919678714859438,0.992094861660079,[0.502      0.98431373 0.98430899 0.98466321 0.98431632 1.        ],[1.         1.         0.9747012  0.94641434 0.8876494  0.        ],0.9912919962648368,1.0,1.0,1.0,1.0,[0.51 1.   1.   1.   1.   1.  ],[1.         1.         0.97470588 0.94607843 0.88764706 0.        ],1.0,1,tpot,tpot_STC_1200s,[1 1 1 ... 1 1 1],[1. 1. 1. ... 1. 1. 1.],[1. 1. 1. ... 1. 1. 1.]
450,digen24_2433,0.9980729132203292,0.9817,0.9816889928282557,0.9811863884034133,[0.4863     0.58696439 0.59031318 ... 1.         1.         1.        ],[1.         1.         1.         ... 0.23216122 0.21550483 0.        ],0.9978442395357774,0.9980729132203292,0.9817,0.9816889928282557,0.9811863884034133,[0.4863     0.58696439 0.59031318 ... 1.         1.         1.        ],[1.         1.         1.         ... 0.23216122 0.21550483 0.        ],0.9978442395357774,1,tpot,tpot_STC_1200s,[0 0 1 ... 0 0 1],[0.37214286 0.00530303 0.99466667 ... 0.01       0.         0.81402381],[0.37214286 0.00530303 0.99466667 ... 0.01       0.         0.81402381]
451,digen3_769,0.9871746312792056,0.9772,0.9772484474913921,0.977751756440281,[0.5136     0.51365137 0.51370274 ... 1.         1.         1.        ],"[1.0000000e+00 1.0000000e+00 1.0000000e+00 ... 3.8940810e-04 1.9470405e-04
 0.0000000e+00]",0.9922843952948446,0.9998703595799651,0.9895,0.98948142591982,0.9896255310740045,[0.5009    0.5009501 0.5010002 ... 1.        1.        1.       ],"[1.00000000e+00 1.00000000e+00 1.00000000e+00 ... 3.99281294e-04
 1.99640647e-04 0.00000000e+00]",0.9998711524637488,1,tpot,tpot_STC_1200s,[0 0 1 ... 0 0 0],[0 0 1 ... 0 0 0],"[ -2.86950629 -13.21442052   7.77141053 ...  -3.8271109   -8.77297433
 -10.00867663]"
452,digen17_6949,0.999757476119618,0.992,0.992007872125954,0.9920159680638723,[0.502      0.50205021 0.50210042 ... 1.         1.         1.        ],"[1.00000000e+00 1.00000000e+00 1.00000000e+00 ... 3.98406375e-04
 1.99203187e-04 0.00000000e+00]",0.9997627991581072,0.999757476119618,0.992,0.992007872125954,0.9920159680638723,[0.502      0.50205021 0.50210042 ... 1.         1.         1.        ],"[1.00000000e+00 1.00000000e+00 1.00000000e+00 ... 3.98406375e-04
 1.99203187e-04 0.00000000e+00]",0.9997627991581072,1,tpot,tpot_STC_1200s,[1 1 0 ... 0 1 1],"[9.94785666e-01 9.99561140e-01 4.73026849e-04 ... 2.59592620e-04
 9.99793631e-01 9.91757662e-01]","[ 5.25111588  7.73089224 -7.65588527 ... -8.25613738  8.48563658
  4.7901947 ]"
453,digen26_7270,0.9984771980861563,0.9853,0.9854499661448182,0.9847018420231035,[0.4784     0.47844784 0.47863932 ... 1.         1.         1.        ],"[1.00000000e+00 1.00000000e+00 1.00000000e+00 ... 4.18060201e-04
 2.09030100e-04 0.00000000e+00]",0.9982336953220365,0.9984771980861563,0.9853,0.9854499661448182,0.9847018420231035,[0.4784     0.47844784 0.47863932 ... 1.         1.         1.        ],"[1.00000000e+00 1.00000000e+00 1.00000000e+00 ... 4.18060201e-04
 2.09030100e-04 0.00000000e+00]",0.9982336953220365,1,tpot,tpot_STC_1200s,[1 0 1 ... 1 1 0],[0.96194249 0.05129555 0.89348918 ... 0.983528   0.98013124 0.2324019 ],[0.96194249 0.05129555 0.89348918 ... 0.983528   0.98013124 0.2324019 ]
454,digen7_6949,0.9985598125678047,0.9835,0.9832258708839231,0.9841483331732154,[0.5166     0.51665167 0.51670334 ... 1.         1.         1.        ],"[1.00000000e+00 1.00000000e+00 1.00000000e+00 ... 3.87146729e-04
 1.93573364e-04 0.00000000e+00]",0.998344333875751,0.9985598125678047,0.9835,0.9832258708839231,0.9841483331732154,[0.5166     0.51665167 0.51670334 ... 1.         1.         1.        ],"[1.00000000e+00 1.00000000e+00 1.00000000e+00 ... 3.87146729e-04
 1.93573364e-04 0.00000000e+00]",0.998344333875751,1,tpot,tpot_STC_1200s,[0 1 1 ... 0 1 1],[0.00102693 0.9962574  0.94740915 ... 0.00484388 0.9960651  0.9975261 ],[0.00102693 0.9962574  0.94740915 ... 0.00484388 0.9960651  0.9975261 ]
455,digen16_5390,0.988815006775995,0.9694,0.9693778969238888,0.9687946155415053,[0.4906     0.49064906 0.49069814 ... 1.         1.         1.        ],"[1.00000000e+00 1.00000000e+00 1.00000000e+00 ... 4.07664085e-04
 2.03832042e-04 0.00000000e+00]",0.9782320521139587,0.998398318974924,0.9784,0.978408306181316,0.9781906300484653,[0.5004     0.50045005 0.5005001  ... 1.         1.         1.        ],"[1.00000000e+00 1.00000000e+00 1.00000000e+00 ... 3.99680256e-04
 1.99840128e-04 0.00000000e+00]",0.9984696925730792,1,tpot,tpot_STC_1200s,[1 1 0 ... 1 1 1],"[5.76277788e-01 9.62477420e-01 1.88596756e-06 ... 9.99389138e-01
 7.55735077e-01 9.99973564e-01]","[5.76277788e-01 9.62477420e-01 1.88596756e-06 ... 9.99389138e-01
 7.55735077e-01 9.99973564e-01]"
456,digen27_860,0.9904347857070993,0.9785,0.9785912481720267,0.977923811479618,[0.4851     0.48514851 0.48519704 ... 1.         1.         1.        ],"[1.00000000e+00 1.00000000e+00 1.00000000e+00 ... 4.12286127e-04
 2.06143063e-04 0.00000000e+00]",0.9814631086932595,0.9991276258637527,0.9872,0.987136022034748,0.9869733360472217,[0.4938     0.49384938 0.49389878 ... 1.         1.         1.        ],"[1.00000000e+00 1.00000000e+00 1.00000000e+00 ... 4.05022276e-04
 2.02511138e-04 0.00000000e+00]",0.9992106225904935,1,tpot,tpot_STC_1200s,[0 1 0 ... 0 1 0],"[5.00368123e-09 9.99999993e-01 1.10505354e-08 ... 2.95569207e-03
 9.99925682e-01 1.77485394e-09]","[-19.11309194  18.7720096  -18.32078694 ...  -5.82106238   9.50708387
 -20.1495477 ]"
457,digen37_769,0.9950592392094783,0.9695,0.9694975551196088,0.9693004529441368,[0.4998     0.49984998 0.49989998 ... 1.         1.         1.        ],"[1.00000000e+00 1.00000000e+00 1.00000000e+00 ... 4.00160064e-04
 2.00080032e-04 0.00000000e+00]",0.9960946315693847,0.9978234651901436,0.9726,0.9725790055414814,0.9723344103392569,[0.4967     0.49674967 0.49679936 ... 1.         1.         1.        ],"[1.0000000e+00 1.0000000e+00 1.0000000e+00 ... 4.0265754e-04 2.0132877e-04
 0.0000000e+00]",0.9978503204257032,1,tpot,tpot_STC_1200s,[1 1 1 ... 0 1 0],"[9.99939274e-01 6.08732099e-01 8.78388852e-01 ... 1.27333056e-02
 9.88239801e-01 7.66144490e-05]","[9.99939274e-01 6.08732099e-01 8.78388852e-01 ... 1.27333056e-02
 9.88239801e-01 7.66144490e-05]"
458,digen12_8322,0.9997798207805971,0.9916,0.9915485268917928,0.9917598587404356,[0.5082     0.50825083 0.50830166 ... 1.         1.         1.        ],"[1.00000000e+00 1.00000000e+00 1.00000000e+00 ... 3.93545848e-04
 1.96772924e-04 0.00000000e+00]",0.9997896478111541,0.9997798207805971,0.9916,0.9915485268917928,0.9917598587404356,[0.5082     0.50825083 0.50830166 ... 1.         1.         1.        ],"[1.00000000e+00 1.00000000e+00 1.00000000e+00 ... 3.93545848e-04
 1.96772924e-04 0.00000000e+00]",0.9997896478111541,1,tpot,tpot_STC_1200s,[1 0 0 ... 1 0 1],"[9.99328347e-01 2.17142232e-04 8.60865441e-04 ... 9.98557764e-01
 2.94390560e-04 9.99402548e-01]","[ 7.30509665 -8.43474081 -7.05671111 ...  6.54011738 -8.1303088
  7.42223857]"
459,digen6_466,0.9995838875994543,0.9895,0.9895167896249788,0.9897710667316123,[0.5137     0.51375138 0.51380276 ... 1.         1.         1.        ],"[1.00000000e+00 1.00000000e+00 1.00000000e+00 ... 3.89332295e-04
 1.94666148e-04 0.00000000e+00]",0.9996150345322177,0.9995838875994543,0.9895,0.9895167896249788,0.9897710667316123,[0.5137     0.51375138 0.51380276 ... 1.         1.         1.        ],"[1.00000000e+00 1.00000000e+00 1.00000000e+00 ... 3.89332295e-04
 1.94666148e-04 0.00000000e+00]",0.9996150345322177,1,tpot,tpot_STC_1200s,[1 1 1 ... 0 1 0],[0.94001429 0.7431396  0.93115861 ... 0.05953603 0.92727835 0.10555404],[0.94001429 0.7431396  0.93115861 ... 0.05953603 0.92727835 0.10555404]
460,digen25_2433,0.9998127071384627,0.9919,0.9918220918672086,0.9917237151323185,[0.4916     0.49164916 0.49169834 ... 1.         1.         1.        ],"[1.00000000e+00 1.00000000e+00 1.00000000e+00 ... 4.06834825e-04
 2.03417413e-04 0.00000000e+00]",0.9998075080813341,0.9998127071384627,0.9919,0.9918220918672086,0.9917237151323185,[0.4916     0.49164916 0.49169834 ... 1.         1.         1.        ],"[1.00000000e+00 1.00000000e+00 1.00000000e+00 ... 4.06834825e-04
 2.03417413e-04 0.00000000e+00]",0.9998075080813341,1,tpot,tpot_STC_1200s,[1 0 1 ... 0 1 1],[0.85734155 0.37163145 0.5630923  ... 0.11441452 0.91672143 0.89382191],[0.85734155 0.37163145 0.5630923  ... 0.11441452 0.91672143 0.89382191]
461,digen34_769,0.9998639594558378,0.9963,0.9963037852151408,0.9963003699630036,[0.501      0.50105011 0.50110022 ... 1.         1.         1.        ],"[1.00000000e+00 1.00000000e+00 1.00000000e+00 ... 7.98403194e-04
 5.98802395e-04 0.00000000e+00]",0.9998694740774122,0.9998639594558378,0.9963,0.9963037852151408,0.9963003699630036,[0.501      0.50105011 0.50110022 ... 1.         1.         1.        ],"[1.00000000e+00 1.00000000e+00 1.00000000e+00 ... 7.98403194e-04
 5.98802395e-04 0.00000000e+00]",0.9998694740774122,1,tpot,tpot_STC_1200s,[0 1 0 ... 1 0 1],[0.08375    0.785      0.17366667 ... 0.83666667 0.42616667 0.86138889],[0.08375    0.785      0.17366667 ... 0.83666667 0.42616667 0.86138889]
462,digen31_2433,0.991715717174052,0.9736,0.9737069217193002,0.9731489015459724,[0.4889     0.48894889 0.4889978  ... 1.         1.         1.        ],"[1.00000000e+00 1.00000000e+00 1.00000000e+00 ... 4.09081612e-04
 2.04540806e-04 0.00000000e+00]",0.9850309442960525,0.998879311182795,0.9808,0.9807833229215465,0.9806256306760848,[0.4967     0.49674967 0.49679936 ... 1.         1.         1.        ],"[1.0000000e+00 1.0000000e+00 1.0000000e+00 ... 4.0265754e-04 2.0132877e-04
 0.0000000e+00]",0.9988658855958925,1,tpot,tpot_STC_1200s,[1 1 0 ... 1 1 0],"[9.98893343e-01 9.07517605e-01 2.59260028e-14 ... 9.55203220e-01
 9.48047666e-01 3.09657270e-05]","[9.98893343e-01 9.07517605e-01 2.59260028e-14 ... 9.55203220e-01
 9.48047666e-01 3.09657270e-05]"
463,digen33_769,0.9928938456062127,0.9579,0.9578956162147825,0.9580719051887262,[0.5011     0.50115012 0.50120024 ... 1.         1.         1.        ],[1.         1.         1.         ... 0.01376971 0.01057673 0.        ],0.993113674626151,0.9928938456062127,0.9579,0.9578956162147825,0.9580719051887262,[0.5011     0.50115012 0.50120024 ... 1.         1.         1.        ],[1.         1.         1.         ... 0.01376971 0.01057673 0.        ],0.993113674626151,1,tpot,tpot_STC_1200s,[0 1 0 ... 0 0 0],"[1.83435108e-03 1.00000000e+00 1.98526729e-17 ... 1.06808780e-05
 1.32362269e-08 2.42358538e-10]","[1.83435108e-03 1.00000000e+00 1.98526729e-17 ... 1.06808780e-05
 1.32362269e-08 2.42358538e-10]"
464,digen38_4426,0.9999462388624143,0.9976,0.9975953491175873,0.9976133651551312,[0.5023     0.50235024 0.50240048 ... 1.         1.         1.        ],"[1.00000000e+00 1.00000000e+00 1.00000000e+00 ... 3.98168425e-04
 1.99084213e-04 0.00000000e+00]",0.9999480841769949,0.9999462388624143,0.9976,0.9975953491175873,0.9976133651551312,[0.5023     0.50235024 0.50240048 ... 1.         1.         1.        ],"[1.00000000e+00 1.00000000e+00 1.00000000e+00 ... 3.98168425e-04
 1.99084213e-04 0.00000000e+00]",0.9999480841769949,1,tpot,tpot_STC_1200s,[1 1 1 ... 0 1 0],[0.99522096 0.9708101  0.97996175 ... 0.00557676 0.9949692  0.02641648],[0.99522096 0.9708101  0.97996175 ... 0.00557676 0.9949692  0.02641648]
465,digen28_769,0.9993465494154392,0.986,0.9858907673524975,0.9864209505334626,[0.5137     0.52768362 0.52893328 ... 1.         1.         1.        ],[1.         1.         1.         ... 0.03990656 0.03971189 0.        ],0.9994162952177609,0.9993465494154392,0.986,0.9858907673524975,0.9864209505334626,[0.5137     0.52768362 0.52893328 ... 1.         1.         1.        ],[1.         1.         1.         ... 0.03990656 0.03971189 0.        ],0.9994162952177609,1,tpot,tpot_STC_1200s,[0 0 0 ... 1 0 0],[0.00666667 0.16687452 0.19731608 ... 0.91491986 0.0015     0.0243985 ],[0.00666667 0.16687452 0.19731608 ... 0.91491986 0.0015     0.0243985 ]
466,digen40_5390,0.9989987095128126,0.9866,0.9866429427611297,0.9871029836381136,[0.5203     0.52035204 0.52045614 ... 1.         1.         1.        ],"[1.00000000e+00 1.00000000e+00 1.00000000e+00 ... 7.68787238e-04
 3.84393619e-04 0.00000000e+00]",0.9991202630576549,0.9989987095128126,0.9866,0.9866429427611297,0.9871029836381136,[0.5203     0.52035204 0.52045614 ... 1.         1.         1.        ],"[1.00000000e+00 1.00000000e+00 1.00000000e+00 ... 7.68787238e-04
 3.84393619e-04 0.00000000e+00]",0.9991202630576549,1,tpot,tpot_STC_1200s,[1 0 1 ... 0 0 1],[0.9769101  0.01128149 0.99389935 ... 0.00255675 0.01808651 0.99430144],[0.9769101  0.01128149 0.99389935 ... 0.00255675 0.01808651 0.99430144]
467,digen2_6949,0.9996296887078958,0.9901,0.9901121800184527,0.9903892825939228,[0.5154     0.51545155 0.5155031  ... 1.         1.         1.        ],"[1.00000000e+00 1.00000000e+00 1.00000000e+00 ... 3.88048118e-04
 1.94024059e-04 0.00000000e+00]",0.9996408941187774,0.9996296887078958,0.9901,0.9901121800184527,0.9903892825939228,[0.5154     0.51545155 0.5155031  ... 1.         1.         1.        ],"[1.00000000e+00 1.00000000e+00 1.00000000e+00 ... 3.88048118e-04
 1.94024059e-04 0.00000000e+00]",0.9996408941187774,1,tpot,tpot_STC_1200s,[0 1 0 ... 1 1 1],[0.10544109 0.9649081  0.01746047 ... 0.97815496 0.78764355 0.97998923],[0.10544109 0.9649081  0.01746047 ... 0.97815496 0.78764355 0.97998923]
468,digen4_860,0.9935846821950256,0.9935,0.9935846821950256,0.9935432601569485,[0.5066 1.     1.    ],[1.         0.98716936 0.        ],0.9968346821950257,0.9935846821950256,0.9935,0.9935846821950256,0.9935432601569485,[0.5066 1.     1.    ],[1.         0.98716936 0.        ],0.9968346821950257,1,tpot,tpot_STC_1200s,[1 1 1 ... 1 0 0],[1. 1. 1. ... 1. 0. 0.],[1. 1. 1. ... 1. 0. 0.]
469,digen14_769,0.999579945869379,0.9927,0.9927154149465588,0.9926772996288493,[0.4971     0.49714971 0.49719944 ... 1.         1.         1.        ],"[1.00000000e+00 1.00000000e+00 1.00000000e+00 ... 4.02333535e-04
 2.01166767e-04 0.00000000e+00]",0.9996388765641959,0.999579945869379,0.9927,0.9927154149465588,0.9926772996288493,[0.4971     0.49714971 0.49719944 ... 1.         1.         1.        ],"[1.00000000e+00 1.00000000e+00 1.00000000e+00 ... 4.02333535e-04
 2.01166767e-04 0.00000000e+00]",0.9996388765641959,1,tpot,tpot_STC_1200s,[1 0 0 ... 1 0 0],[0.68444321 0.31373464 0.33633437 ... 0.66923661 0.31370906 0.36010522],"[ 0.774267   -0.78271683 -0.67967262 ...  0.70473438 -0.78283568
 -0.5749075 ]"
470,digen29_8322,0.8045569936490118,0.7441,0.7448727009616507,0.752729732341289,[0.4918     0.49184918 0.49189838 ... 1.         1.         1.        ],"[1.00000000e+00 1.00000000e+00 1.00000000e+00 ... 4.06669378e-04
 2.03334689e-04 0.00000000e+00]",0.7173365998423702,0.9817538810742016,0.8541,0.88878078020485,0.8806739183773615,[0.6796     0.67966797 0.67973595 ... 1.         1.         1.        ],"[1.00000000e+00 1.00000000e+00 1.00000000e+00 ... 2.94290759e-04
 1.47145380e-04 0.00000000e+00]",0.9909808762205077,1,tpot,tpot_STC_1200s,[1 1 1 ... 1 0 1],[0.69223586 0.81149384 0.8710203  ... 0.75296351 0.20477198 0.82452614],[0.69223586 0.81149384 0.8710203  ... 0.75296351 0.20477198 0.82452614]
