,dataset,auroc,accuracy,balanced_accuracy,f1_score,prec,rec,auprc,auroc_y_no_noise,accuracy_y_no_noise,balanced_accuracy_y_no_noise,f1_score_y_no_noise,prec_y_no_noise,rec_y_no_noise,auprc_y_no_noise,run,automl,exp_name,y_preds,y_proba,y_des
832,digen15_5311,0.9371605577800802,0.9316,0.9313563288278378,0.9282868525896415,"[0.497      0.65726773 0.6671447  0.71782487 0.74047158 0.76548598
 0.79121645 0.81244381 0.83951538 0.88895522 0.9300377  0.9691331
 0.98154057 0.98845043 1.        ]","[1.         0.93802817 0.9360161  0.92696177 0.92253521 0.91750503
 0.91348089 0.90905433 0.90623742 0.89879276 0.89336016 0.89074447
 0.8665996  0.82655936 0.        ]",0.9580256084914262,0.9875404158893291,0.9764,0.9771127888443895,0.97390535161433,"[0.4476     0.62695615 0.63745877 0.69258336 0.71753876 0.74450227
 0.77291739 0.79518072 0.82423113 0.87741294 0.92249686 0.96409807
 0.97857794 0.98700674 1.        ]","[1.         0.993521   0.99307417 0.99307417 0.99262735 0.99084004
 0.99084004 0.98793566 0.98793566 0.98503128 0.98391421 0.98391421
 0.9593387  0.91644325 0.        ]",0.9876566112274978,0,tpot,tpot_C_1200s,[1 1 1 ... 1 1 1],[1.         0.76923077 1.         ... 1.         0.76923077 1.        ],[1.         0.76923077 1.         ... 1.         0.76923077 1.        ]
833,digen19_7270,0.9944034086663771,0.9564,0.9573138996800961,0.9584128195345288,[0.5326     0.53265327 0.53270654 ... 1.         1.         1.        ],"[1.00000000e+00 1.00000000e+00 1.00000000e+00 ... 3.75516335e-04
 1.87758167e-04 0.00000000e+00]",0.9952181311423334,0.9944034086663771,0.9564,0.9573138996800961,0.9584128195345288,[0.5326     0.53265327 0.53270654 ... 1.         1.         1.        ],"[1.00000000e+00 1.00000000e+00 1.00000000e+00 ... 3.75516335e-04
 1.87758167e-04 0.00000000e+00]",0.9952181311423334,0,tpot,tpot_C_1200s,[0 0 1 ... 1 0 0],"[1.54307731e-01 4.65943695e-04 8.09459036e-01 ... 9.69232023e-01
 1.41715604e-01 6.59284116e-04]","[1.54307731e-01 4.65943695e-04 8.09459036e-01 ... 9.69232023e-01
 1.41715604e-01 6.59284116e-04]"
834,digen5_6949,0.9584964566656564,0.9547,0.9566201568393493,0.953323029366306,[0.4686     0.64943008 0.65051518 ... 0.92792793 0.92391304 1.        ],[1.         0.99701238 0.99701238 ... 0.02198037 0.01813914 0.        ],0.9164937930347243,0.9942548022696281,0.9902,0.9902316236981296,0.9902681231380336,[0.5051     0.69974979 0.70091896 ... 1.         1.         1.        ],[1.         0.99663433 0.99663433 ... 0.02197585 0.01821422 0.        ],0.9945633678795948,0,tpot,tpot_C_1200s,[1 0 1 ... 0 0 1],[0.9802786  0.0576     0.88526511 ... 0.         0.         0.99565344],[0.9802786  0.0576     0.88526511 ... 0.         0.         0.99565344]
835,digen11_7270,0.9992186772147643,0.9887,0.9886409179766684,0.9888702846449325,[0.5037     0.50375038 0.50380076 ... 1.         1.         1.        ],"[1.00000000e+00 1.00000000e+00 1.00000000e+00 ... 3.97061743e-04
 1.98530872e-04 0.00000000e+00]",0.9991703199767931,0.9992186772147643,0.9887,0.9886409179766684,0.9888702846449325,[0.5037     0.50375038 0.50380076 ... 1.         1.         1.        ],"[1.00000000e+00 1.00000000e+00 1.00000000e+00 ... 3.97061743e-04
 1.98530872e-04 0.00000000e+00]",0.9991703199767931,0,tpot,tpot_C_1200s,[1 1 1 ... 0 0 0],"[9.99999886e-01 9.99999996e-01 9.99999992e-01 ... 4.97824693e-07
 2.79534076e-08 1.68669153e-08]","[ 15.98864418  19.36705378  18.64734398 ... -14.51301735 -17.3927267
 -17.89791179]"
836,digen9_7270,0.9627760797554847,0.8936,0.8937935062649022,0.8930223205308667,[0.506      0.50605061 0.50610122 ... 1.         1.         1.        ],"[1.00000000e+00 1.00000000e+00 1.00000000e+00 ... 3.95256917e-04
 1.97628458e-04 0.00000000e+00]",0.9654672380457082,0.9627760797554847,0.8936,0.8937935062649022,0.8930223205308667,[0.506      0.50605061 0.50610122 ... 1.         1.         1.        ],"[1.00000000e+00 1.00000000e+00 1.00000000e+00 ... 3.95256917e-04
 1.97628458e-04 0.00000000e+00]",0.9654672380457082,0,tpot,tpot_C_1200s,[1 0 0 ... 1 1 0],[0.79813149 0.21461711 0.35944327 ... 0.7844788  0.66687934 0.20204666],"[ 1.37465681 -1.29731582 -0.57778132 ...  1.29196026  0.69410435
 -1.37355146]"
837,digen20_5191,0.9994939326923881,0.9963,0.9963003265767159,0.9962862591588879,[0.4981     0.49814981 0.49819964 ... 1.         1.         1.        ],"[1.00000000e+00 1.00000000e+00 1.00000000e+00 ... 4.01525798e-04
 2.00762899e-04 0.00000000e+00]",0.999095363965573,0.9994939326923881,0.9963,0.9963003265767159,0.9962862591588879,[0.4981     0.49814981 0.49819964 ... 1.         1.         1.        ],"[1.00000000e+00 1.00000000e+00 1.00000000e+00 ... 4.01525798e-04
 2.00762899e-04 0.00000000e+00]",0.999095363965573,0,tpot,tpot_C_1200s,[0 0 0 ... 0 1 1],[0.01168502 0.00795455 0.00321132 ... 0.01088975 0.99380106 0.9960522 ],[0.01168502 0.00795455 0.00321132 ... 0.01088975 0.99380106 0.9960522 ]
838,digen18_5578,0.8797448879688943,0.7873,0.7876114745508853,0.7868096622231132,[0.4893     0.48934893 0.48939788 ... 1.         1.         1.        ],"[1.00000000e+00 1.00000000e+00 1.00000000e+00 ... 4.08747190e-04
 2.04373595e-04 0.00000000e+00]",0.8798384974469574,0.8797448879688943,0.7873,0.7876114745508853,0.7868096622231132,[0.4893     0.48934893 0.48939788 ... 1.         1.         1.        ],"[1.00000000e+00 1.00000000e+00 1.00000000e+00 ... 4.08747190e-04
 2.04373595e-04 0.00000000e+00]",0.8798384974469574,0,tpot,tpot_C_1200s,[0 1 1 ... 0 1 0],"[2.93542059e-01 9.99975333e-01 9.98494613e-01 ... 6.64216070e-06
 9.23767796e-01 1.36252709e-02]","[2.93542059e-01 9.99975333e-01 9.98494613e-01 ... 6.64216070e-06
 9.23767796e-01 1.36252709e-02]"
839,digen30_4426,0.9824432281748708,0.934,0.9340227892137732,0.933801404212638,[0.4966     0.49664966 0.49669934 ... 1.         1.         1.        ],"[1.00000000e+00 1.00000000e+00 1.00000000e+00 ... 4.02738623e-04
 2.01369311e-04 0.00000000e+00]",0.9825056827945844,0.9824432281748708,0.934,0.9340227892137732,0.933801404212638,[0.4966     0.49664966 0.49669934 ... 1.         1.         1.        ],"[1.00000000e+00 1.00000000e+00 1.00000000e+00 ... 4.02738623e-04
 2.01369311e-04 0.00000000e+00]",0.9825056827945844,0,tpot,tpot_C_1200s,[0 1 0 ... 0 1 0],"[5.76365791e-06 9.99637278e-01 4.29088674e-01 ... 1.03594135e-01
 9.99948317e-01 2.79592456e-04]","[-12.06393247   7.92150984  -0.2855703  ...  -2.15791257   9.87032467
  -8.1818979 ]"
840,digen8_4426,0.9892807673634569,0.9586,0.958328672753874,0.9602305475504321,[0.5173     0.51735174 0.51740348 ... 1.         1.         1.        ],"[1.00000000e+00 1.00000000e+00 1.00000000e+00 ... 3.86622849e-04
 1.93311425e-04 0.00000000e+00]",0.9884354764521655,0.9892807673634569,0.9586,0.958328672753874,0.9602305475504321,[0.5173     0.51735174 0.51740348 ... 1.         1.         1.        ],"[1.00000000e+00 1.00000000e+00 1.00000000e+00 ... 3.86622849e-04
 1.93311425e-04 0.00000000e+00]",0.9884354764521655,1,tpot,tpot_C_1200s,[0 1 1 ... 1 1 0],"[2.00481532e-03 9.99997935e-01 9.93085101e-01 ... 9.99988839e-01
 9.99986747e-01 6.17823296e-04]","[-6.2101965  13.0902867   4.96713804 ... 11.4030492  11.23128251
 -7.38869006]"
841,digen32_5191,0.9883276171221295,0.9533,0.9533101284878518,0.9535739139079431,[0.4993     0.49934993 0.49939988 ... 1.         1.         1.        ],"[1.00000000e+00 1.00000000e+00 1.00000000e+00 ... 4.00560785e-04
 2.00280393e-04 0.00000000e+00]",0.9885346210235217,0.9883276171221295,0.9533,0.9533101284878518,0.9535739139079431,[0.4993     0.49934993 0.49939988 ... 1.         1.         1.        ],"[1.00000000e+00 1.00000000e+00 1.00000000e+00 ... 4.00560785e-04
 2.00280393e-04 0.00000000e+00]",0.9885346210235217,1,tpot,tpot_C_1200s,[0 0 0 ... 1 0 0],"[3.73092369e-01 2.00542977e-06 2.09168331e-06 ... 9.83238168e-01
 3.89853737e-01 9.71308589e-05]","[ -0.51897319 -13.11965016 -13.07753931 ...   4.07174695  -0.44792707
  -9.23935429]"
842,digen39_5578,0.9933620757517283,0.9571,0.9570915725386064,0.9566096894912511,[0.4996     0.49964996 0.49969994 ... 1.         1.         1.        ],"[1.00000000e+00 1.00000000e+00 1.00000000e+00 ... 4.00320256e-04
 2.00160128e-04 0.00000000e+00]",0.9939651581061835,0.9945080305722752,0.9582,0.9581714235428118,0.9576751721344673,[0.4985     0.49854985 0.49859972 ... 1.         1.         1.        ],"[1.00000000e+00 1.00000000e+00 1.00000000e+00 ... 4.01203611e-04
 2.00601805e-04 0.00000000e+00]",0.9946543053396254,1,tpot,tpot_C_1200s,[0 1 1 ... 1 0 1],[0.16511914 0.80307342 0.70010369 ... 0.95236479 0.00138982 0.9981299 ],[0.16511914 0.80307342 0.70010369 ... 0.95236479 0.00138982 0.9981299 ]
843,digen36_466,0.9336417859213381,0.8663,0.8660243842623213,0.874847889169709,[0.5373     0.53735374 0.53740748 ... 1.         1.         1.        ],"[1.00000000e+00 1.00000000e+00 1.00000000e+00 ... 3.72231528e-04
 1.86115764e-04 0.00000000e+00]",0.9513272854358523,0.9659052525890932,0.8928,0.8926281346128461,0.8963249516441005,[0.503      0.50305031 0.50310062 ... 1.         1.         1.        ],"[1.00000000e+00 1.00000000e+00 1.00000000e+00 ... 3.97614314e-04
 1.98807157e-04 0.00000000e+00]",0.9667868792416456,1,tpot,tpot_C_1200s,[0 1 0 ... 0 0 1],[0.49623631 0.99986572 0.02300564 ... 0.28963597 0.00295813 0.94905858],[0.49623631 0.99986572 0.02300564 ... 0.28963597 0.00295813 0.94905858]
844,digen13_769,0.9401534518664106,0.8785,0.8789382459813204,0.8794044665012406,[0.5135     0.51355136 0.51360272 ... 1.         1.         1.        ],"[1.00000000e+00 1.00000000e+00 1.00000000e+00 ... 3.89483934e-04
 1.94741967e-04 0.00000000e+00]",0.9459538811246244,0.9489041100438489,0.8861,0.8861436599491241,0.8857228855222234,[0.5027     0.50275028 0.50280056 ... 1.         1.         1.        ],"[1.00000000e+00 1.00000000e+00 1.00000000e+00 ... 3.97851601e-04
 1.98925801e-04 0.00000000e+00]",0.9496964716372411,1,tpot,tpot_C_1200s,[1 0 0 ... 0 0 1],[0.94109662 0.12776187 0.10394716 ... 0.17636651 0.2607737  0.99867978],[0.94109662 0.12776187 0.10394716 ... 0.17636651 0.2607737  0.99867978]
845,digen35_4426,0.9637635105923044,0.9068,0.9071640165890058,0.9056298096395302,[0.486      0.4860486  0.48609722 ... 1.         1.         1.        ],"[1.00000000e+00 1.00000000e+00 1.00000000e+00 ... 4.11522634e-04
 2.05761317e-04 0.00000000e+00]",0.9594628472939667,0.9637635105923044,0.9068,0.9071640165890058,0.9056298096395302,[0.486      0.4860486  0.48609722 ... 1.         1.         1.        ],"[1.00000000e+00 1.00000000e+00 1.00000000e+00 ... 4.11522634e-04
 2.05761317e-04 0.00000000e+00]",0.9594628472939667,1,tpot,tpot_C_1200s,[1 1 1 ... 1 1 0],"[9.99999947e-01 9.99923639e-01 9.93060766e-01 ... 8.49871390e-01
 9.99749460e-01 7.54054753e-05]","[16.7620229   9.47996542  4.96360043 ...  1.73359271  8.29164299
 -9.49255526]"
846,digen1_6265,0.9782900283559401,0.9597,0.9603375271588905,0.9602994778839523,[0.5174     0.51745175 0.5175035  ... 1.         1.         1.        ],"[1.00000000e+00 1.00000000e+00 1.00000000e+00 ... 3.86548125e-04
 1.93274063e-04 0.00000000e+00]",0.9866871097196512,0.9984660683985409,0.9792,0.979202780381532,0.9790912746280659,[0.4971     0.49714971 0.49719944 ... 1.         1.         1.        ],"[1.00000000e+00 1.00000000e+00 1.00000000e+00 ... 4.02333535e-04
 2.01166767e-04 0.00000000e+00]",0.9984776097592044,1,tpot,tpot_C_1200s,[1 1 1 ... 1 1 0],[0.99048997 0.56866669 0.95923542 ... 0.56419358 0.97285588 0.13738599],"[ 4.645853    0.27641336  3.15832294 ...  0.25819929  3.57907544
 -1.83717293]"
847,digen10_8322,0.9852054798246979,0.9375,0.9374984398312521,0.9368750631249368,[0.4948     0.49484948 0.49489898 ... 1.         1.         1.        ],"[1.00000000e+00 1.00000000e+00 1.00000000e+00 ... 4.04203719e-04
 2.02101859e-04 0.00000000e+00]",0.9822534191594163,0.988958885362065,0.941,0.940990761097545,0.9406438631790744,[0.4987     0.49874987 0.49879976 ... 1.         1.         1.        ],"[1.00000000e+00 1.00000000e+00 1.00000000e+00 ... 4.01042711e-04
 2.00521356e-04 0.00000000e+00]",0.9891538771094259,1,tpot,tpot_C_1200s,[0 1 0 ... 1 1 0],[0.02348412 0.99544557 0.39347134 ... 0.98958346 0.59528106 0.01330097],[0.02348412 0.99544557 0.39347134 ... 0.98958346 0.59528106 0.01330097]
848,digen23_5191,0.9874671161327495,0.9572,0.9569131381324466,0.9589014787785674,[0.5173     0.51735174 0.51740348 ... 1.         1.         1.        ],"[1.00000000e+00 1.00000000e+00 1.00000000e+00 ... 3.86622849e-04
 1.93311425e-04 0.00000000e+00]",0.986384982637233,0.9874671161327495,0.9572,0.9569131381324466,0.9589014787785674,[0.5173     0.51735174 0.51740348 ... 1.         1.         1.        ],"[1.00000000e+00 1.00000000e+00 1.00000000e+00 ... 3.86622849e-04
 1.93311425e-04 0.00000000e+00]",0.986384982637233,1,tpot,tpot_C_1200s,[0 1 0 ... 1 0 0],"[1.81914846e-06 9.99179285e-01 1.20134371e-06 ... 9.99975295e-01
 1.63054669e-04 1.05545645e-04]","[-13.21714023   7.10451404 -13.63206867 ...  10.60846209  -8.72126195
  -9.1562615 ]"
849,digen22_2433,0.9913727819645115,0.9854,0.9853909662554601,0.9854899622341482,[0.502      0.50205021 0.50210042 ... 1.         1.         1.        ],"[1.00000000e+00 1.00000000e+00 1.00000000e+00 ... 3.98406375e-04
 1.99203187e-04 0.00000000e+00]",0.982318062653257,0.9992535414165666,0.993,0.9931132452981193,0.99309800828239,[0.51       0.51005101 0.51010202 ... 1.         1.         1.        ],"[1.00000000e+00 1.00000000e+00 1.00000000e+00 ... 3.92156863e-04
 1.96078431e-04 0.00000000e+00]",0.9993592193326134,1,tpot,tpot_C_1200s,[1 1 1 ... 1 1 1],[0.98096881 0.98520239 0.96377864 ... 0.99035393 0.95550125 0.52389909],[3.94246166 4.19838163 3.28121276 ... 4.63151171 3.06677495 0.09566925]
850,digen24_2433,0.9831031545242906,0.9408,0.9405580933941966,0.9386782680754091,[0.4863     0.48634863 0.48639728 ... 1.         1.         1.        ],"[1.00000000e+00 1.00000000e+00 1.00000000e+00 ... 4.11268764e-04
 2.05634382e-04 0.00000000e+00]",0.9814207216353272,0.9831031545242906,0.9408,0.9405580933941966,0.9386782680754091,[0.4863     0.48634863 0.48639728 ... 1.         1.         1.        ],"[1.00000000e+00 1.00000000e+00 1.00000000e+00 ... 4.11268764e-04
 2.05634382e-04 0.00000000e+00]",0.9814207216353272,1,tpot,tpot_C_1200s,[1 0 1 ... 0 0 0],"[9.99999548e-01 2.36067543e-01 9.95647651e-01 ... 3.09413370e-04
 2.24931954e-07 2.55370171e-03]","[ 14.61054994  -1.17436141   5.43267781 ...  -8.08052295 -15.30746768
  -5.96765435]"
851,digen3_769,0.9835997464364036,0.9553,0.9555636041769142,0.9560169241365739,[0.5136     0.51365137 0.51370274 ... 1.         1.         1.        ],"[1.0000000e+00 1.0000000e+00 1.0000000e+00 ... 3.8940810e-04 1.9470405e-04
 0.0000000e+00]",0.9889440224312995,0.9962437078296135,0.9668,0.9667966524211538,0.966919091271423,[0.5009    0.5009501 0.5010002 ... 1.        1.        1.       ],"[1.00000000e+00 1.00000000e+00 1.00000000e+00 ... 3.99281294e-04
 1.99640647e-04 0.00000000e+00]",0.9963365570902836,1,tpot,tpot_C_1200s,[0 0 1 ... 0 0 0],[0.         0.         1.         ... 0.18617143 0.         0.        ],"[-1.10868394 -4.327625    1.86384393 ... -0.62765713 -2.6440297
 -3.48346307]"
852,digen17_6949,0.9424772796364741,0.8724,0.8723227571641146,0.8752444270629645,[0.502      0.50205021 0.50210042 ... 1.         1.         1.        ],"[1.00000000e+00 1.00000000e+00 1.00000000e+00 ... 3.98406375e-04
 1.99203187e-04 0.00000000e+00]",0.9372113085156988,0.9424772796364741,0.8724,0.8723227571641146,0.8752444270629645,[0.502      0.50205021 0.50210042 ... 1.         1.         1.        ],"[1.00000000e+00 1.00000000e+00 1.00000000e+00 ... 3.98406375e-04
 1.99203187e-04 0.00000000e+00]",0.9372113085156988,1,tpot,tpot_C_1200s,[1 1 0 ... 0 1 1],"[9.92837453e-01 9.99112721e-01 1.08681856e-02 ... 1.26541216e-04
 9.99816054e-01 9.76941726e-01]","[ 4.93170132  7.02646348 -4.51098783 ... -8.97481594  8.60068387
  3.74640236]"
853,digen26_7270,0.9938855890416931,0.9653,0.9646941107372222,0.9632532034311131,[0.4784     0.47844784 0.4784957  ... 1.         1.         1.        ],"[1.00000000e+00 1.00000000e+00 1.00000000e+00 ... 4.18060201e-04
 2.09030100e-04 0.00000000e+00]",0.9937501968503848,0.9938855890416931,0.9653,0.9646941107372222,0.9632532034311131,[0.4784     0.47844784 0.4784957  ... 1.         1.         1.        ],"[1.00000000e+00 1.00000000e+00 1.00000000e+00 ... 4.18060201e-04
 2.09030100e-04 0.00000000e+00]",0.9937501968503848,1,tpot,tpot_C_1200s,[1 0 1 ... 1 1 0],[0.80208637 0.2604423  0.8007939  ... 0.79291225 0.78462532 0.34084087],"[ 1.39938558 -1.04367099  1.39126363 ...  1.34256993  1.29282709
 -0.65954928]"
854,digen7_6949,0.9531373060642362,0.8886,0.888131413969734,0.8932541203526255,[0.5166     0.51665167 0.51670334 ... 1.         1.         1.        ],"[1.00000000e+00 1.00000000e+00 1.00000000e+00 ... 3.87146729e-04
 1.93573364e-04 0.00000000e+00]",0.9503434647879963,0.9531373060642362,0.8886,0.888131413969734,0.8932541203526255,[0.5166     0.51665167 0.51670334 ... 1.         1.         1.        ],"[1.00000000e+00 1.00000000e+00 1.00000000e+00 ... 3.87146729e-04
 1.93573364e-04 0.00000000e+00]",0.9503434647879963,1,tpot,tpot_C_1200s,[0 1 0 ... 0 1 1],"[1.97021918e-03 9.99999936e-01 1.66600433e-01 ... 2.17878280e-08
 9.99882172e-01 9.99840800e-01]","[ -6.22763832  16.56591975  -1.60991487 ... -17.64191435   9.04616954
   8.74518986]"
855,digen16_5390,0.9842187422722686,0.9452,0.9452257605928239,0.9442862952419683,[0.4906     0.49064906 0.49069814 ... 1.         1.         1.        ],"[1.00000000e+00 1.00000000e+00 1.00000000e+00 ... 4.07664085e-04
 2.03832042e-04 0.00000000e+00]",0.9740352262426607,0.9936411959303654,0.954,0.9540058905637699,0.9536943829273203,[0.5004     0.50045005 0.5005001  ... 1.         1.         1.        ],"[1.00000000e+00 1.00000000e+00 1.00000000e+00 ... 3.99680256e-04
 1.99840128e-04 0.00000000e+00]",0.9938127325109379,1,tpot,tpot_C_1200s,[0 1 0 ... 1 1 1],"[4.06975389e-01 9.42888321e-01 4.78604434e-06 ... 9.97927259e-01
 6.50249906e-01 9.99873344e-01]","[4.06975389e-01 9.42888321e-01 4.78604434e-06 ... 9.97927259e-01
 6.50249906e-01 9.99873344e-01]"
856,digen27_860,0.9869466280836032,0.9728,0.9729189909807505,0.9721025641025641,[0.4851     0.48514851 0.48519704 ... 1.         1.         1.        ],"[1.00000000e+00 1.00000000e+00 1.00000000e+00 ... 4.12286127e-04
 2.06143063e-04 0.00000000e+00]",0.9755992616338047,0.9964724576050813,0.9811,0.9810487260521178,0.9807868252516011,[0.4938     0.49384938 0.49389878 ... 1.         1.         1.        ],"[1.00000000e+00 1.00000000e+00 1.00000000e+00 ... 4.05022276e-04
 2.02511138e-04 0.00000000e+00]",0.9959338775044216,1,tpot,tpot_C_1200s,[0 1 0 ... 0 1 0],[0.23576204 0.7631966  0.22614244 ... 0.3386424  0.7204534  0.2846171 ],[0.23576204 0.7631966  0.22614244 ... 0.3386424  0.7204534  0.2846171 ]
857,digen37_769,0.9875922380147582,0.9415,0.941495630639301,0.9408313947607971,[0.4998     0.49984998 0.49989998 ... 1.         1.         1.        ],"[1.00000000e+00 1.00000000e+00 1.00000000e+00 ... 4.00160064e-04
 2.00080032e-04 0.00000000e+00]",0.9889351543130775,0.9904296631161253,0.9446,0.9445461044283089,0.9437905844155845,[0.4967     0.49674967 0.49679936 ... 1.         1.         1.        ],"[1.0000000e+00 1.0000000e+00 1.0000000e+00 ... 4.0265754e-04 2.0132877e-04
 0.0000000e+00]",0.9906931065541449,1,tpot,tpot_C_1200s,[1 1 1 ... 0 1 0],"[9.99941773e-01 7.75548221e-01 7.64720360e-01 ... 1.28203187e-02
 9.67473822e-01 1.38376808e-04]","[9.99941773e-01 7.75548221e-01 7.64720360e-01 ... 1.28203187e-02
 9.67473822e-01 1.38376808e-04]"
858,digen12_8322,0.9965005387849117,0.985,0.9850779865752692,0.9851690725726714,[0.5082     0.50825083 0.50830166 ... 1.         1.         1.        ],"[1.00000000e+00 1.00000000e+00 1.00000000e+00 ... 3.93545848e-04
 1.96772924e-04 0.00000000e+00]",0.9971564863575231,0.9965005387849117,0.985,0.9850779865752692,0.9851690725726714,[0.5082     0.50825083 0.50830166 ... 1.         1.         1.        ],"[1.00000000e+00 1.00000000e+00 1.00000000e+00 ... 3.93545848e-04
 1.96772924e-04 0.00000000e+00]",0.9971564863575231,1,tpot,tpot_C_1200s,[1 0 0 ... 1 0 1],"[9.99990753e-01 1.74478556e-08 1.06290570e-06 ... 9.99999995e-01
 4.42114085e-07 9.99999958e-01]","[ 11.59116705 -17.86404907 -13.75450311 ...  19.19175385 -14.63169744
  16.98574832]"
859,digen6_466,0.9753040993055947,0.9235,0.9238017333893593,0.924578527062999,[0.5137     0.51375138 0.51380276 ... 1.         1.         1.        ],"[1.00000000e+00 1.00000000e+00 1.00000000e+00 ... 3.89332295e-04
 1.94666148e-04 0.00000000e+00]",0.9774731117207345,0.9753040993055947,0.9235,0.9238017333893593,0.924578527062999,[0.5137     0.51375138 0.51380276 ... 1.         1.         1.        ],"[1.00000000e+00 1.00000000e+00 1.00000000e+00 ... 3.89332295e-04
 1.94666148e-04 0.00000000e+00]",0.9774731117207345,1,tpot,tpot_C_1200s,[1 1 1 ... 0 1 0],"[9.99983017e-01 9.84368433e-01 9.99751072e-01 ... 4.60502049e-09
 9.99359687e-01 5.12636822e-02]","[ 10.98325842   4.14270787   8.29809664 ... -19.19611871   7.35291293
  -2.91814836]"
860,digen25_2433,0.9875717722570018,0.9484,0.9483014085895604,0.9472500511142915,[0.4916     0.49164916 0.49169834 ... 1.         1.         1.        ],"[1.00000000e+00 1.00000000e+00 1.00000000e+00 ... 4.06834825e-04
 2.03417413e-04 0.00000000e+00]",0.9878255679886585,0.9875717722570018,0.9484,0.9483014085895604,0.9472500511142915,[0.4916     0.49164916 0.49169834 ... 1.         1.         1.        ],"[1.00000000e+00 1.00000000e+00 1.00000000e+00 ... 4.06834825e-04
 2.03417413e-04 0.00000000e+00]",0.9878255679886585,1,tpot,tpot_C_1200s,[1 0 1 ... 0 1 1],"[9.90144999e-01 1.08323745e-04 9.89902839e-01 ... 9.87839985e-03
 8.25900078e-01 9.99993147e-01]","[ 4.60987232 -9.13027785  4.58535253 ... -4.60747722  1.5568444
 11.89083875]"
861,digen34_769,0.9769047876191506,0.9304,0.9304345217380869,0.9293113954905545,[0.501      0.50105011 0.50110022 ... 1.         1.         1.        ],"[1.00000000e+00 1.00000000e+00 1.00000000e+00 ... 3.99201597e-04
 1.99600798e-04 0.00000000e+00]",0.9796078602768364,0.9769047876191506,0.9304,0.9304345217380869,0.9293113954905545,[0.501      0.50105011 0.50110022 ... 1.         1.         1.        ],"[1.00000000e+00 1.00000000e+00 1.00000000e+00 ... 3.99201597e-04
 1.99600798e-04 0.00000000e+00]",0.9796078602768364,1,tpot,tpot_C_1200s,[0 1 0 ... 1 1 1],[0.48083284 0.56514025 0.04811397 ... 0.93181545 0.6649226  0.9734529 ],[0.48083284 0.56514025 0.04811397 ... 0.93181545 0.6649226  0.9734529 ]
862,digen31_2433,0.9789922865585075,0.9291,0.9288806895590422,0.9268695203713254,[0.4889     0.48894889 0.4889978  ... 1.         1.         1.        ],"[1.00000000e+00 1.00000000e+00 1.00000000e+00 ... 4.09081612e-04
 2.04540806e-04 0.00000000e+00]",0.9724358043931818,0.9861128750768384,0.9353,0.9351909169163408,0.933797196357311,[0.4967     0.49674967 0.49679936 ... 1.         1.         1.        ],"[1.0000000e+00 1.0000000e+00 1.0000000e+00 ... 4.0265754e-04 2.0132877e-04
 0.0000000e+00]",0.9868203567242482,1,tpot,tpot_C_1200s,[1 1 0 ... 1 1 0],"[9.47055629e-01 9.10240949e-01 8.10394531e-04 ... 9.13626105e-01
 9.76174094e-01 2.70918543e-01]","[9.47055629e-01 9.10240949e-01 8.10394531e-04 ... 9.13626105e-01
 9.76174094e-01 2.70918543e-01]"
863,digen33_769,0.9815405106560716,0.9283,0.9282857929032376,0.9289043133366386,[0.5011     0.50115012 0.50120024 ... 1.         1.         1.        ],"[1.00000000e+00 1.00000000e+00 1.00000000e+00 ... 5.98682898e-04
 1.99560966e-04 0.00000000e+00]",0.9816830891075353,0.9815405106560716,0.9283,0.9282857929032376,0.9289043133366386,[0.5011     0.50115012 0.50120024 ... 1.         1.         1.        ],"[1.00000000e+00 1.00000000e+00 1.00000000e+00 ... 5.98682898e-04
 1.99560966e-04 0.00000000e+00]",0.9816830891075353,1,tpot,tpot_C_1200s,[0 1 0 ... 0 0 0],"[7.94814906e-02 9.99999971e-01 1.71431216e-09 ... 2.45203085e-05
 3.08986201e-04 4.06309484e-04]","[7.94814906e-02 9.99999971e-01 1.71431216e-09 ... 2.45203085e-05
 3.08986201e-04 4.06309484e-04]"
864,digen38_4426,0.9547235219497244,0.8903,0.8902539777741697,0.8918252637806923,[0.5023     0.50235024 0.50240048 ... 1.         1.         1.        ],"[1.00000000e+00 1.00000000e+00 1.00000000e+00 ... 3.98168425e-04
 1.99084213e-04 0.00000000e+00]",0.9509955623799188,0.9547235219497244,0.8903,0.8902539777741697,0.8918252637806923,[0.5023     0.50235024 0.50240048 ... 1.         1.         1.        ],"[1.00000000e+00 1.00000000e+00 1.00000000e+00 ... 3.98168425e-04
 1.99084213e-04 0.00000000e+00]",0.9509955623799188,1,tpot,tpot_C_1200s,[1 1 1 ... 0 1 0],"[9.99999989e-01 9.83599347e-01 9.99978214e-01 ... 1.43332996e-07
 9.99980837e-01 1.43626814e-05]","[ 18.28993092   4.09389748  10.73421787 ... -15.75809512  10.86248467
 -11.15086292]"
