,dataset,auroc,accuracy,balanced_accuracy,f1_score,prec,rec,auprc,auroc_y_no_noise,accuracy_y_no_noise,balanced_accuracy_y_no_noise,f1_score_y_no_noise,prec_y_no_noise,rec_y_no_noise,auprc_y_no_noise,run,automl,exp_name,y_preds,y_proba,y_des
516,digen9_7270,0.9425568881918998,0.867,0.86692563729177,0.8691717489671453,[0.53006495 0.53001572 0.53007125 ... 1.         1.         1.        ],"[1.00000000e+00 9.99802372e-01 9.99802372e-01 ... 3.95256917e-04
 1.97628458e-04 0.00000000e+00]",0.9421331361836822,0.9425568881918998,0.867,0.86692563729177,0.8691717489671453,[0.53006495 0.53001572 0.53007125 ... 1.         1.         1.        ],"[1.00000000e+00 9.99802372e-01 9.99802372e-01 ... 3.95256917e-04
 1.97628458e-04 0.00000000e+00]",0.9421331361836822,2,autosklearn,autosklearn_1200s,[1 0 0 ... 1 1 0],[0.99974594 0.21135142 0.07265306 ... 0.99887914 0.99560446 0.00221   ],[0.99974594 0.21135142 0.07265306 ... 0.99887914 0.99560446 0.00221   ]
517,digen20_5191,0.9996425148379142,0.9928,0.9928181362938882,0.9928071928071929,[0.95494632 0.95493768 0.95512083 ... 1.         1.         1.        ],"[1.00000000e+00 9.99799237e-01 9.99799237e-01 ... 4.01525798e-04
 2.00762899e-04 0.00000000e+00]",0.99961069010562,0.9996425148379142,0.9928,0.9928181362938882,0.9928071928071929,[0.95494632 0.95493768 0.95512083 ... 1.         1.         1.        ],"[1.00000000e+00 9.99799237e-01 9.99799237e-01 ... 4.01525798e-04
 2.00762899e-04 0.00000000e+00]",0.99961069010562,2,autosklearn,autosklearn_1200s,[0 0 0 ... 0 1 1],[0.37083854 0.28738271 0.15752268 ... 0.29258547 0.75575757 0.86309886],[0.37083854 0.28738271 0.15752268 ... 0.29258547 0.75575757 0.86309886]
518,digen18_5578,0.9909502955973719,0.9453,0.9450758269256989,0.9435675229547096,[0.73292391 0.7328839  0.73299371 ... 1.         1.         1.        ],"[1.00000000e+00 9.99795626e-01 9.99795626e-01 ... 4.08747190e-04
 2.04373595e-04 0.00000000e+00]",0.9909106684984524,0.9909502955973719,0.9453,0.9450758269256989,0.9435675229547096,[0.73292391 0.7328839  0.73299371 ... 1.         1.         1.        ],"[1.00000000e+00 9.99795626e-01 9.99795626e-01 ... 4.08747190e-04
 2.04373595e-04 0.00000000e+00]",0.9909106684984524,2,autosklearn,autosklearn_1200s,[0 1 1 ... 0 1 0],[0.03822054 0.9679103  0.93569623 ... 0.03539467 0.54773133 0.04213232],[0.03822054 0.9679103  0.93569623 ... 0.03539467 0.54773133 0.04213232]
519,digen30_4426,0.9999955597946849,0.9987,0.9987019799795542,0.9986914947156517,[0.99479167 0.99479062 0.99498998 ... 1.         1.         1.        ],"[1.00000000e+00 9.99798631e-01 9.99798631e-01 ... 4.02738623e-04
 2.01369311e-04 0.00000000e+00]",0.9999955158307992,0.9999955597946849,0.9987,0.9987019799795542,0.9986914947156517,[0.99479167 0.99479062 0.99498998 ... 1.         1.         1.        ],"[1.00000000e+00 9.99798631e-01 9.99798631e-01 ... 4.02738623e-04
 2.01369311e-04 0.00000000e+00]",0.9999955158307992,2,autosklearn,autosklearn_1200s,[0 1 0 ... 0 1 0],"[4.21757092e-05 9.99960750e-01 5.03841319e-05 ... 3.48793471e-05
 9.99951272e-01 4.11415215e-05]","[4.21757092e-05 9.99960750e-01 5.03841319e-05 ... 3.48793471e-05
 9.99951272e-01 4.11415215e-05]"
520,digen8_4426,0.995996286914843,0.971,0.9708474597449082,0.9720616570327553,[0.68038932 0.68034728 0.68043678 ... 1.         1.         1.        ],"[1.00000000e+00 9.99806689e-01 9.99806689e-01 ... 3.86622849e-04
 1.93311425e-04 0.00000000e+00]",0.9962910909432833,0.995996286914843,0.971,0.9708474597449082,0.9720616570327553,[0.68038932 0.68034728 0.68043678 ... 1.         1.         1.        ],"[1.00000000e+00 9.99806689e-01 9.99806689e-01 ... 3.86622849e-04
 1.93311425e-04 0.00000000e+00]",0.9962910909432833,3,autosklearn,autosklearn_1200s,[0 1 1 ... 1 1 0],"[4.99826564e-05 9.99951638e-01 9.99626639e-01 ... 9.99023267e-01
 9.99984018e-01 9.63301810e-04]","[4.99826564e-05 9.99951638e-01 9.99626639e-01 ... 9.99023267e-01
 9.99984018e-01 9.63301810e-04]"
521,digen32_5191,0.9999722799456687,0.9989,0.9989006978453678,0.9988990091081974,[0.99680575 0.99680511 0.99700419 ... 1.         1.         1.        ],"[1.00000000e+00 9.99799720e-01 9.99799720e-01 ... 4.00560785e-04
 2.00280393e-04 0.00000000e+00]",0.9999715634470769,0.9999722799456687,0.9989,0.9989006978453678,0.9988990091081974,[0.99680575 0.99680511 0.99700419 ... 1.         1.         1.        ],"[1.00000000e+00 9.99799720e-01 9.99799720e-01 ... 4.00560785e-04
 2.00280393e-04 0.00000000e+00]",0.9999715634470769,3,autosklearn,autosklearn_1200s,[0 0 0 ... 1 0 0],[0.04736442 0.04609088 0.04688415 ... 0.95557839 0.04784007 0.04689046],[0.04736442 0.04609088 0.04688415 ... 0.95557839 0.04784007 0.04689046]
522,digen39_5578,0.9958349973343983,0.9557,0.9556733316309323,0.9541360389274253,[0.52639343 0.52634352 0.52639899 ... 1.         1.         1.        ],"[1.00000000e+00 9.99799840e-01 9.99799840e-01 ... 4.00320256e-04
 2.00160128e-04 0.00000000e+00]",0.9962488062281479,0.9969362924266318,0.9568,0.9567030103270929,0.9552238805970149,[0.86560167 0.86557833 0.86572868 ... 1.         1.         1.        ],"[1.00000000e+00 9.99799398e-01 9.99799398e-01 ... 4.01203611e-04
 2.00601805e-04 0.00000000e+00]",0.9969401188316405,3,autosklearn,autosklearn_1200s,[0 1 1 ... 1 0 1],"[1.52206833e-02 9.94597064e-01 9.75733981e-01 ... 9.99608621e-01
 3.72576179e-04 9.99244383e-01]","[1.52206833e-02 9.94597064e-01 9.75733981e-01 ... 9.99608621e-01
 3.72576179e-04 9.99244383e-01]"
523,digen36_466,0.9377928472417559,0.8657,0.8654660369703057,0.8742156036339795,[0.53773018 0.53768392 0.53773774 ... 1.         1.         1.        ],"[1.00000000e+00 9.99813884e-01 9.99813884e-01 ... 3.72231528e-04
 1.86115764e-04 0.00000000e+00]",0.9552425003324825,0.9690380453696333,0.8926,0.8924317275421916,0.8960712212115347,[0.64727834 0.64723295 0.64731626 ... 1.         1.         1.        ],"[1.00000000e+00 9.99801193e-01 9.99801193e-01 ... 3.97614314e-04
 1.98807157e-04 0.00000000e+00]",0.9705235702421492,3,autosklearn,autosklearn_1200s,[0 1 0 ... 0 0 1],"[4.40545039e-01 9.99850404e-01 1.42314190e-03 ... 1.78445594e-01
 5.60046128e-04 9.78971558e-01]","[4.40545039e-01 9.99850404e-01 1.42314190e-03 ... 1.78445594e-01
 5.60046128e-04 9.78971558e-01]"
524,digen13_769,0.9456529409939846,0.8877,0.8883124797977726,0.8878458004594028,[0.51696366 0.51691502 0.51696707 ... 1.         1.         1.        ],"[1.00000000e+00 9.99805258e-01 9.99805258e-01 ... 3.89483934e-04
 1.94741967e-04 0.00000000e+00]",0.9511583091660464,0.9547181995826998,0.8959,0.8959774267017626,0.8949015648662292,[0.50644771 0.50639798 0.50644901 ... 1.         1.         1.        ],"[1.00000000e+00 9.99801074e-01 9.99801074e-01 ... 3.97851601e-04
 1.98925801e-04 0.00000000e+00]",0.9552973969019433,3,autosklearn,autosklearn_1200s,[1 0 0 ... 0 1 1],"[9.99978677e-01 1.85847729e-04 1.54758583e-01 ... 5.95604942e-04
 9.41696472e-01 9.99997522e-01]","[9.99978677e-01 1.85847729e-04 1.54758583e-01 ... 5.95604942e-04
 9.41696472e-01 9.99997522e-01]"
525,digen35_4426,0.9963524202975131,0.9685,0.9684444604569983,0.9675558759913482,[0.80211256 0.80207989 0.80221232 ... 1.         1.         1.        ],"[1.00000000e+00 9.99794239e-01 9.99794239e-01 ... 4.11522634e-04
 2.05761317e-04 0.00000000e+00]",0.9957869951902347,0.9963524202975131,0.9685,0.9684444604569983,0.9675558759913482,[0.80211256 0.80207989 0.80221232 ... 1.         1.         1.        ],"[1.00000000e+00 9.99794239e-01 9.99794239e-01 ... 4.11522634e-04
 2.05761317e-04 0.00000000e+00]",0.9957869951902347,3,autosklearn,autosklearn_1200s,[1 1 1 ... 1 1 0],[0.98082007 0.99893732 0.98912401 ... 0.99883679 0.99843746 0.00228137],[0.98082007 0.99893732 0.98912401 ... 0.99883679 0.99843746 0.00228137]
526,digen1_6265,0.9754297244134535,0.952,0.9523041584280226,0.9531433033971106,[0.51926937 0.51922112 0.51927324 ... 1.         1.         1.        ],"[1.00000000e+00 9.99806726e-01 9.99806726e-01 ... 3.86548125e-04
 1.93274063e-04 0.00000000e+00]",0.9849332905808277,0.9962307532025377,0.9705,0.970556429518289,0.9706204561298676,[0.56264856 0.56259905 0.56266274 ... 1.         1.         1.        ],"[1.00000000e+00 9.99798833e-01 9.99798833e-01 ... 4.02333535e-04
 2.01166767e-04 0.00000000e+00]",0.9969202765632649,3,autosklearn,autosklearn_1200s,[1 1 1 ... 1 1 0],[0.63396085 0.63033681 0.63315105 ... 0.62884679 0.63256394 0.40374777],[0.63396085 0.63033681 0.63315105 ... 0.62884679 0.63256394 0.40374777]
527,digen10_8322,0.9871209670037911,0.9406,0.940551970101086,0.9397321428571429,[0.75634363 0.75630638 0.75642202 ... 1.         1.         1.        ],"[1.00000000e+00 9.99797898e-01 9.99797898e-01 ... 4.04203719e-04
 2.02101859e-04 0.00000000e+00]",0.9840249045085063,0.9908718982940324,0.9439,0.943879080622585,0.9433046993431027,[0.76230511 0.76226877 0.76238532 ... 1.         1.         1.        ],"[1.00000000e+00 9.99799479e-01 9.99799479e-01 ... 4.01042711e-04
 2.00521356e-04 0.00000000e+00]",0.9910566236989965,3,autosklearn,autosklearn_1200s,[0 1 1 ... 1 1 0],[0.03637007 0.98826446 0.61499391 ... 0.95122161 0.60561058 0.02378049],[0.03637007 0.98826446 0.61499391 ... 0.95122161 0.60561058 0.02378049]
528,digen23_5191,0.9994495410125186,0.9881,0.9881515555162017,0.9884768083664182,[0.88306589 0.88304593 0.88319672 ... 1.         1.         1.        ],"[1.00000000e+00 9.99806689e-01 9.99806689e-01 ... 3.86622849e-04
 1.93311425e-04 0.00000000e+00]",0.9995051248244501,0.9994495410125186,0.9881,0.9881515555162017,0.9884768083664182,[0.88306589 0.88304593 0.88319672 ... 1.         1.         1.        ],"[1.00000000e+00 9.99806689e-01 9.99806689e-01 ... 3.86622849e-04
 1.93311425e-04 0.00000000e+00]",0.9995051248244501,3,autosklearn,autosklearn_1200s,[0 1 0 ... 1 0 0],[0.00211127 0.99878274 0.00113059 ... 0.99867475 0.00103252 0.00125078],[0.00211127 0.99878274 0.00113059 ... 0.99867475 0.00103252 0.00125078]
529,digen22_2433,0.9916496463943423,0.9824,0.9824029184466951,0.9824561403508771,[0.80410059 0.80406921 0.80419805 ... 1.         1.         1.        ],"[1.00000000e+00 9.99800797e-01 9.99800797e-01 ... 3.98406375e-04
 1.99203187e-04 0.00000000e+00]",0.9841470517014776,0.9997776710684274,0.9902,0.9903721488595438,0.9903085443037974,[0.81691494 0.81688561 0.8170165  ... 1.         1.         1.        ],"[1.00000000e+00 9.99803922e-01 9.99803922e-01 ... 3.92156863e-04
 1.96078431e-04 0.00000000e+00]",0.9997902717027163,3,autosklearn,autosklearn_1200s,[1 1 1 ... 1 1 1],[0.99884459 0.99945217 0.99845987 ... 0.9991522  0.99648258 0.99997437],[0.99884459 0.99945217 0.99845987 ... 0.9991522  0.99648258 0.99997437]
530,digen24_2433,0.9970755644507671,0.9876,0.9877552070992819,0.9873288371142448,[0.48644593 0.48639456 0.48644322 ... 1.         1.         1.        ],"[1.00000000e+00 9.99794366e-01 9.99794366e-01 ... 4.11268764e-04
 2.05634382e-04 0.00000000e+00]",0.9959911909411165,0.9970755644507671,0.9876,0.9877552070992819,0.9873288371142448,[0.48644593 0.48639456 0.48644322 ... 1.         1.         1.        ],"[1.00000000e+00 9.99794366e-01 9.99794366e-01 ... 4.11268764e-04
 2.05634382e-04 0.00000000e+00]",0.9959911909411165,3,autosklearn,autosklearn_1200s,[0 0 1 ... 0 0 1],[0.11287548 0.03220486 0.97300847 ... 0.03173151 0.02798533 0.96069096],[0.11287548 0.03220486 0.97300847 ... 0.03173151 0.02798533 0.96069096]
531,digen3_769,0.9865916799885227,0.9678,0.9682334578414494,0.9681314330958037,[0.51437156 0.51432292 0.51437444 ... 1.         1.         1.        ],"[1.00000000e+00 9.99805296e-01 9.99805296e-01 ... 3.89408100e-04
 1.94704050e-04 0.00000000e+00]",0.991593811367548,0.9989047164512813,0.9797,0.9797073142516981,0.9796532023654405,[0.93208039 0.93206775 0.93224125 ... 1.         1.         1.        ],"[1.00000000e+00 9.99800359e-01 9.99800359e-01 ... 3.99281294e-04
 1.99640647e-04 0.00000000e+00]",0.9989095090260651,3,autosklearn,autosklearn_1200s,[0 0 1 ... 0 0 0],[0.47272277 0.46987168 0.52991435 ... 0.47345288 0.47026318 0.46988732],[0.47272277 0.46987168 0.52991435 ... 0.47345288 0.47026318 0.46988732]
532,digen17_6949,0.999773316373062,0.9931,0.9931026896430343,0.9931226951061496,[0.99052881 0.99052694 0.99072246 ... 1.         1.         1.        ],"[1.00000000e+00 9.99800797e-01 9.99800797e-01 ... 3.98406375e-04
 1.99203187e-04 0.00000000e+00]",0.9997425837257332,0.999773316373062,0.9931,0.9931026896430343,0.9931226951061496,[0.99052881 0.99052694 0.99072246 ... 1.         1.         1.        ],"[1.00000000e+00 9.99800797e-01 9.99800797e-01 ... 3.98406375e-04
 1.99203187e-04 0.00000000e+00]",0.9997425837257332,3,autosklearn,autosklearn_1200s,[1 1 0 ... 0 1 1],[0.99218913 0.99226062 0.00520328 ... 0.00506568 0.9921562  0.98933603],[0.99218913 0.99226062 0.00520328 ... 0.00506568 0.9921562  0.98933603]
533,digen26_7270,0.9975525324381375,0.9824,0.9827999004862835,0.9817956143980141,[0.81513035 0.81509884 0.81523777 ... 1.         1.         1.        ],"[1.00000000e+00 9.99790970e-01 9.99790970e-01 ... 4.18060201e-04
 2.09030100e-04 0.00000000e+00]",0.9962951796734794,0.9975525324381375,0.9824,0.9827999004862835,0.9817956143980141,[0.81513035 0.81509884 0.81523777 ... 1.         1.         1.        ],"[1.00000000e+00 9.99790970e-01 9.99790970e-01 ... 4.18060201e-04
 2.09030100e-04 0.00000000e+00]",0.9962951796734794,3,autosklearn,autosklearn_1200s,[1 0 1 ... 1 1 0],[0.97831264 0.01866363 0.98003773 ... 0.98078247 0.9814031  0.09303549],[0.97831264 0.01866363 0.98003773 ... 0.98078247 0.9814031  0.09303549]
534,digen7_6949,0.99919799599911,0.9894,0.9895611338641905,0.9896887159533074,[0.68962755 0.68958611 0.68967819 ... 1.         1.         1.        ],"[1.00000000e+00 9.99806427e-01 9.99806427e-01 ... 3.87146729e-04
 1.93573364e-04 0.00000000e+00]",0.9993824786845114,0.99919799599911,0.9894,0.9895611338641905,0.9896887159533074,[0.68962755 0.68958611 0.68967819 ... 1.         1.         1.        ],"[1.00000000e+00 9.99806427e-01 9.99806427e-01 ... 3.87146729e-04
 1.93573364e-04 0.00000000e+00]",0.9993824786845114,3,autosklearn,autosklearn_1200s,[0 1 1 ... 0 1 1],[0.00200819 0.99709566 0.99618147 ... 0.00200823 0.99792183 0.99882413],[0.00200819 0.99709566 0.99618147 ... 0.00200823 0.99792183 0.99882413]
535,digen16_5390,0.9880106024673361,0.9408,0.9400380870614911,0.9371416436610744,[0.82843634 0.82840736 0.8285473  ... 1.         1.         1.        ],"[1.00000000e+00 9.99796168e-01 9.99796168e-01 ... 4.07664085e-04
 2.03832042e-04 0.00000000e+00]",0.9771340306759285,0.9977103185346039,0.9492,0.9492393275131696,0.94661622530475,[0.8449848  0.84495862 0.84510135 ... 1.         1.         1.        ],"[1.00000000e+00 9.99800160e-01 9.99800160e-01 ... 3.99680256e-04
 1.99840128e-04 0.00000000e+00]",0.9977601911803223,3,autosklearn,autosklearn_1200s,[0 1 0 ... 1 1 1],"[3.73614878e-01 8.79828316e-01 9.50847706e-04 ... 9.81887586e-01
 5.39743661e-01 9.94144032e-01]","[3.73614878e-01 8.79828316e-01 9.50847706e-04 ... 9.81887586e-01
 5.39743661e-01 9.94144032e-01]"
536,digen27_860,0.9897077800970374,0.9842,0.9844424642859846,0.9838577850429097,[0.70673077 0.70668804 0.70679102 ... 1.         1.         1.        ],"[1.00000000e+00 9.99793857e-01 9.99793857e-01 ... 4.12286127e-04
 2.06143063e-04 0.00000000e+00]",0.9797223877911767,0.9987936145061664,0.9929,0.9928976679454233,0.9928101265822785,[0.71940559 0.71936471 0.71946954 ... 1.         1.         1.        ],"[1.00000000e+00 9.99797489e-01 9.99797489e-01 ... 4.05022276e-04
 2.02511138e-04 0.00000000e+00]",0.9985116064305894,3,autosklearn,autosklearn_1200s,[0 1 0 ... 0 1 0],[0.02321294 0.97632848 0.02789213 ... 0.04307251 0.97668074 0.02512641],[0.02321294 0.97632848 0.02789213 ... 0.04307251 0.97668074 0.02512641]
537,digen37_769,0.9903422784547646,0.945,0.9449872711979634,0.9431700764620788,[0.51531086 0.51526088 0.51531401 ... 1.         1.         1.        ],"[1.00000000e+00 9.99799920e-01 9.99799920e-01 ... 4.00160064e-04
 2.00080032e-04 0.00000000e+00]",0.991657743747165,0.9932783472048042,0.9481,0.9479083108860222,0.9462008914688504,[0.7129324  0.71289119 0.71299354 ... 1.         1.         1.        ],"[1.00000000e+00 9.99798671e-01 9.99798671e-01 ... 4.02657540e-04
 2.01328770e-04 0.00000000e+00]",0.99344802628836,3,autosklearn,autosklearn_1200s,[1 1 1 ... 0 1 0],"[9.99636361e-01 9.05863479e-01 9.66576297e-01 ... 1.65178174e-04
 9.94901660e-01 1.09415800e-03]","[9.99636361e-01 9.05863479e-01 9.66576297e-01 ... 1.65178174e-04
 9.94901660e-01 1.09415800e-03]"
538,digen12_8322,0.9993172963800343,0.9867,0.9866750961338562,0.9869313157118994,[0.82540198 0.82537362 0.82550772 ... 1.         1.         1.        ],"[1.00000000e+00 9.99803227e-01 9.99803227e-01 ... 3.93545848e-04
 1.96772924e-04 0.00000000e+00]",0.999358611041054,0.9993172963800343,0.9867,0.9866750961338562,0.9869313157118994,[0.82540198 0.82537362 0.82550772 ... 1.         1.         1.        ],"[1.00000000e+00 9.99803227e-01 9.99803227e-01 ... 3.93545848e-04
 1.96772924e-04 0.00000000e+00]",0.999358611041054,3,autosklearn,autosklearn_1200s,[1 0 0 ... 1 0 1],"[9.99271382e-01 1.71901111e-03 3.36420358e-03 ... 9.77145005e-01
 2.96285947e-04 9.99099686e-01]","[9.99271382e-01 1.71901111e-03 3.36420358e-03 ... 9.77145005e-01
 2.96285947e-04 9.99099686e-01]"
539,digen6_466,0.9993042376494577,0.992,0.9920433464627905,0.9921996879875196,[0.52860671 0.5285582  0.5286126  ... 1.         1.         1.        ],"[1.00000000e+00 9.99805334e-01 9.99805334e-01 ... 3.89332295e-04
 1.94666148e-04 0.00000000e+00]",0.9995042862205231,0.9993042376494577,0.992,0.9920433464627905,0.9921996879875196,[0.52860671 0.5285582  0.5286126  ... 1.         1.         1.        ],"[1.00000000e+00 9.99805334e-01 9.99805334e-01 ... 3.89332295e-04
 1.94666148e-04 0.00000000e+00]",0.9995042862205231,3,autosklearn,autosklearn_1200s,[1 1 1 ... 0 1 0],"[9.99105510e-01 9.97674669e-01 9.99105263e-01 ... 8.92190937e-04
 9.99105265e-01 1.12931698e-03]","[9.99105510e-01 9.97674669e-01 9.99105263e-01 ... 8.92190937e-04
 9.99105265e-01 1.12931698e-03]"
540,digen25_2433,0.9987549285910455,0.9948,0.9947817271946835,0.9947057625738139,"[0.4916     0.99292357 0.99471867 0.99571953 0.99592003 0.99651639
 0.99895855 0.98095238 1.         1.         1.        ]","[1.00000000e+00 9.98982913e-01 9.96135069e-01 9.93694060e-01
 9.93083808e-01 9.89218877e-01 9.75589910e-01 2.09519935e-02
 1.36289666e-02 2.03417413e-04 0.00000000e+00]",0.9900019513521339,0.9987549285910455,0.9948,0.9947817271946835,0.9947057625738139,"[0.4916     0.99292357 0.99471867 0.99571953 0.99592003 0.99651639
 0.99895855 0.98095238 1.         1.         1.        ]","[1.00000000e+00 9.98982913e-01 9.96135069e-01 9.93694060e-01
 9.93083808e-01 9.89218877e-01 9.75589910e-01 2.09519935e-02
 1.36289666e-02 2.03417413e-04 0.00000000e+00]",0.9900019513521339,3,autosklearn,autosklearn_1200s,[1 0 1 ... 0 1 1],"[9.99485614e-01 5.14386470e-04 9.99485614e-01 ... 5.14386470e-04
 9.99485614e-01 9.99485614e-01]","[9.99485614e-01 5.14386470e-04 9.99485614e-01 ... 5.14386470e-04
 9.99485614e-01 9.99485614e-01]"
541,digen34_769,0.9999751599006397,0.9977,0.9977025908103633,0.9977016088737883,[0.98486338 0.9848604  0.98505408 ... 1.         1.         1.        ],"[1.00000000e+00 9.99800399e-01 9.99800399e-01 ... 3.99201597e-04
 1.99600798e-04 0.00000000e+00]",0.9999754288428828,0.9999751599006397,0.9977,0.9977025908103633,0.9977016088737883,[0.98486338 0.9848604  0.98505408 ... 1.         1.         1.        ],"[1.00000000e+00 9.99800399e-01 9.99800399e-01 ... 3.99201597e-04
 1.99600798e-04 0.00000000e+00]",0.9999754288428828,3,autosklearn,autosklearn_1200s,[0 1 0 ... 1 0 1],"[5.44766510e-04 9.99514258e-01 7.39844702e-04 ... 9.99425633e-01
 7.65320504e-02 9.99392210e-01]","[5.44766510e-04 9.99514258e-01 7.39844702e-04 ... 9.99425633e-01
 7.65320504e-02 9.99392210e-01]"
542,digen31_2433,0.9906949340913176,0.9655,0.9659516396060635,0.9654620082090299,[0.84790149 0.84787511 0.84802221 ... 1.         1.         1.        ],"[1.00000000e+00 9.99795459e-01 9.99795459e-01 ... 4.09081612e-04
 2.04540806e-04 0.00000000e+00]",0.9825389545069882,0.998228962853622,0.9729,0.9729866032964396,0.9730803615774312,[0.86142907 0.86140503 0.86155448 ... 1.         1.         1.        ],"[1.00000000e+00 9.99798671e-01 9.99798671e-01 ... 4.02657540e-04
 2.01328770e-04 0.00000000e+00]",0.998266705379326,3,autosklearn,autosklearn_1200s,[1 1 0 ... 1 1 0],[0.99026978 0.99228001 0.00213856 ... 0.95986738 0.9974061  0.02710389],[0.99026978 0.99228001 0.00213856 ... 0.95986738 0.9974061  0.02710389]
543,digen33_769,0.9896233497770128,0.9467,0.94667312189791,0.9474514443458543,[0.73550565 0.73546682 0.73557481 ... 1.         1.         1.        ],"[1.00000000e+00 9.99800439e-01 9.99800439e-01 ... 3.99121932e-04
 1.99560966e-04 0.00000000e+00]",0.989692267736605,0.9896233497770128,0.9467,0.94667312189791,0.9474514443458543,[0.73550565 0.73546682 0.73557481 ... 1.         1.         1.        ],"[1.00000000e+00 9.99800439e-01 9.99800439e-01 ... 3.99121932e-04
 1.99560966e-04 0.00000000e+00]",0.989692267736605,3,autosklearn,autosklearn_1200s,[0 1 0 ... 0 0 0],[0.05632479 0.99981531 0.02203741 ... 0.00646076 0.0083863  0.0106537 ],[0.05632479 0.99981531 0.02203741 ... 0.00646076 0.0083863  0.0106537 ]
544,digen38_4426,0.9999384386973629,0.997,0.9970045366159948,0.9970107612594659,[0.95585157 0.95584317 0.95602513 ... 1.         1.         1.        ],"[1.00000000e+00 9.99800916e-01 9.99800916e-01 ... 3.98168425e-04
 1.99084213e-04 0.00000000e+00]",0.9999404828363077,0.9999384386973629,0.997,0.9970045366159948,0.9970107612594659,[0.95585157 0.95584317 0.95602513 ... 1.         1.         1.        ],"[1.00000000e+00 9.99800916e-01 9.99800916e-01 ... 3.98168425e-04
 1.99084213e-04 0.00000000e+00]",0.9999404828363077,3,autosklearn,autosklearn_1200s,[1 1 1 ... 0 1 0],"[9.99968896e-01 9.99913721e-01 9.99850819e-01 ... 6.90858737e-05
 9.99962351e-01 2.63837351e-04]","[9.99968896e-01 9.99913721e-01 9.99850819e-01 ... 6.90858737e-05
 9.99962351e-01 2.63837351e-04]"
545,digen28_769,0.9993672449528208,0.9893,0.9895140675813774,0.9895025998234082,[0.51431718 0.51426855 0.51432005 ... 1.         1.         1.        ],"[1.00000000e+00 9.99805334e-01 9.99805334e-01 ... 3.89332295e-04
 1.94666148e-04 0.00000000e+00]",0.9995206483523911,0.9993672449528208,0.9893,0.9895140675813774,0.9895025998234082,[0.51431718 0.51426855 0.51432005 ... 1.         1.         1.        ],"[1.00000000e+00 9.99805334e-01 9.99805334e-01 ... 3.89332295e-04
 1.94666148e-04 0.00000000e+00]",0.9995206483523911,3,autosklearn,autosklearn_1200s,[0 0 0 ... 1 0 0],"[7.01022066e-05 1.58986441e-04 1.37579740e-04 ... 9.99917100e-01
 8.55525525e-05 9.55496903e-05]","[7.01022066e-05 1.58986441e-04 1.37579740e-04 ... 9.99917100e-01
 8.55525525e-05 9.55496903e-05]"
546,digen40_5390,0.9944101058420659,0.9607,0.9602569090786489,0.9625678636060577,[0.70036344 0.7003231  0.7004174  ... 1.         1.         1.        ],"[1.00000000e+00 9.99807803e-01 9.99807803e-01 ... 3.84393619e-04
 1.92196810e-04 0.00000000e+00]",0.9939332830900605,0.9944101058420659,0.9607,0.9602569090786489,0.9625678636060577,[0.70036344 0.7003231  0.7004174  ... 1.         1.         1.        ],"[1.00000000e+00 9.99807803e-01 9.99807803e-01 ... 3.84393619e-04
 1.92196810e-04 0.00000000e+00]",0.9939332830900605,3,autosklearn,autosklearn_1200s,[1 0 1 ... 0 0 1],"[9.98853148e-01 9.16531546e-06 9.99996181e-01 ... 5.41843037e-05
 2.56811891e-05 9.99784081e-01]","[9.98853148e-01 9.16531546e-06 9.99996181e-01 ... 5.41843037e-05
 2.56811891e-05 9.99784081e-01]"
547,digen2_6949,0.9999993593922939,0.9993,0.9992777548493603,0.999321376635967,[0.99903082 0.99903063 0.99903044 ... 1.         1.         1.        ],"[1.00000000e+00 9.99805976e-01 9.99611952e-01 ... 3.88048118e-04
 1.94024059e-04 0.00000000e+00]",0.9999993979665587,0.9999993593922939,0.9993,0.9992777548493603,0.999321376635967,[0.99903082 0.99903063 0.99903044 ... 1.         1.         1.        ],"[1.00000000e+00 9.99805976e-01 9.99611952e-01 ... 3.88048118e-04
 1.94024059e-04 0.00000000e+00]",0.9999993979665587,3,autosklearn,autosklearn_1200s,[0 1 0 ... 1 1 1],"[4.93690052e-04 9.99476094e-01 5.91958771e-04 ... 9.99460507e-01
 9.99491534e-01 9.99424475e-01]","[4.93690052e-04 9.99476094e-01 5.91958771e-04 ... 9.99460507e-01
 9.99491534e-01 9.99424475e-01]"
548,digen4_860,0.9961573304532582,0.9906,0.9906485305999717,0.9906875371507827,[0.50812437 0.50807503 0.508126   ... 1.         1.         1.        ],"[1.00000000e+00 9.99802606e-01 9.99802606e-01 ... 3.94788788e-04
 1.97394394e-04 0.00000000e+00]",0.9975820894901525,0.9961573304532582,0.9906,0.9906485305999717,0.9906875371507827,[0.50812437 0.50807503 0.508126   ... 1.         1.         1.        ],"[1.00000000e+00 9.99802606e-01 9.99802606e-01 ... 3.94788788e-04
 1.97394394e-04 0.00000000e+00]",0.9975820894901525,3,autosklearn,autosklearn_1200s,[1 1 1 ... 1 0 0],"[9.99788410e-01 9.99763402e-01 9.99795953e-01 ... 9.99774028e-01
 1.76225095e-04 2.02328229e-04]","[9.99788410e-01 9.99763402e-01 9.99795953e-01 ... 9.99774028e-01
 1.76225095e-04 2.02328229e-04]"
