,dataset,auroc,accuracy,balanced_accuracy,f1_score,prec,rec,auprc,auroc_y_no_noise,accuracy_y_no_noise,balanced_accuracy_y_no_noise,f1_score_y_no_noise,prec_y_no_noise,rec_y_no_noise,auprc_y_no_noise,run,automl,exp_name,y_preds,y_proba,y_des
0,digen8_4426,0.9938880029616256,0.9663,0.9661591470845237,0.9675180722891565,[0.69623149 0.6961906  0.69628433 ... 1.         1.         1.        ],"[1.00000000e+00 9.99806689e-01 9.99806689e-01 ... 3.86622849e-04
 1.93311425e-04 0.00000000e+00]",0.9941449599607388,0.9938880029616256,0.9663,0.9661591470845237,0.9675180722891565,[0.69623149 0.6961906  0.69628433 ... 1.         1.         1.        ],"[1.00000000e+00 9.99806689e-01 9.99806689e-01 ... 3.86622849e-04
 1.93311425e-04 0.00000000e+00]",0.9941449599607388,0,autosklearn2,autosklearn2_1200s,[0 1 1 ... 1 1 0],[0.00415868 0.99934721 0.99558639 ... 0.9978312  0.99983597 0.00363435],[0.00415868 0.99934721 0.99558639 ... 0.9978312  0.99983597 0.00363435]
1,digen32_5191,0.9987573175643424,0.9805,0.9805051417900779,0.980544747081712,[0.80144462 0.80141275 0.80154143 ... 1.         1.         1.        ],"[1.00000000e+00 9.99799720e-01 9.99799720e-01 ... 4.00560785e-04
 2.00280393e-04 0.00000000e+00]",0.9987728270339092,0.9987573175643424,0.9805,0.9805051417900779,0.980544747081712,[0.80144462 0.80141275 0.80154143 ... 1.         1.         1.        ],"[1.00000000e+00 9.99799720e-01 9.99799720e-01 ... 4.00560785e-04
 2.00280393e-04 0.00000000e+00]",0.9987728270339092,0,autosklearn2,autosklearn2_1200s,[0 0 0 ... 1 1 0],[0.01780426 0.04709447 0.00780939 ... 0.70510961 0.61242052 0.01015153],[0.01780426 0.04709447 0.00780939 ... 0.70510961 0.61242052 0.01015153]
2,digen39_5578,0.9944837964696298,0.9628,0.9627953361890151,0.9625528488020937,[0.50342604 0.503376   0.50342673 ... 1.         1.         1.        ],"[1.00000000e+00 9.99799840e-01 9.99799840e-01 ... 4.00320256e-04
 2.00160128e-04 0.00000000e+00]",0.995021390148749,0.9956019204172838,0.9639,0.9638855749701747,0.9636198730222714,[0.80273752 0.80270575 0.80283505 ... 1.         1.         1.        ],"[1.00000000e+00 9.99799398e-01 9.99799398e-01 ... 4.01203611e-04
 2.00601805e-04 0.00000000e+00]",0.9956890780838875,0,autosklearn2,autosklearn2_1200s,[0 1 1 ... 1 0 1],[0.08889511 0.81352047 0.82466498 ... 0.98138892 0.00149628 0.99863591],[0.08889511 0.81352047 0.82466498 ... 0.98138892 0.00149628 0.99863591]
3,digen36_466,0.9605515430251821,0.9257,0.9273771824004075,0.9290149995223083,[0.5388627  0.53881645 0.5388705  ... 1.         1.         1.        ],"[1.00000000e+00 9.99813884e-01 9.99813884e-01 ... 3.72231528e-04
 1.86115764e-04 0.00000000e+00]",0.9758908828598074,0.9939479821273567,0.9568,0.9567600433615611,0.9573291189253259,[0.75947456 0.75943824 0.75955294 ... 1.         1.         1.        ],"[1.00000000e+00 9.99801193e-01 9.99801193e-01 ... 3.97614314e-04
 1.98807157e-04 0.00000000e+00]",0.9941668695170722,0,autosklearn2,autosklearn2_1200s,[0 1 0 ... 0 0 1],[0.31594277 0.99256038 0.05135128 ... 0.11811532 0.04076749 0.98536682],[0.31594277 0.99256038 0.05135128 ... 0.11811532 0.04076749 0.98536682]
4,digen13_769,0.9454267360906099,0.8853,0.8858458816477212,0.8857228255454817,[0.5135     0.51345135 0.5135027  ... 1.         1.         1.        ],"[1.00000000e+00 9.99805258e-01 9.99805258e-01 ... 3.89483934e-04
 1.94741967e-04 0.00000000e+00]",0.9515513208390144,0.9543333883616046,0.8931,0.8931643846734572,0.8923355826367207,[0.51585428 0.5158046  0.51585754 ... 1.         1.         1.        ],"[1.00000000e+00 9.99801074e-01 9.99801074e-01 ... 3.97851601e-04
 1.98925801e-04 0.00000000e+00]",0.9556476811408939,0,autosklearn2,autosklearn2_1200s,[1 0 0 ... 0 0 1],[0.9005534  0.07424637 0.09167471 ... 0.22057825 0.33691266 0.99259255],[0.9005534  0.07424637 0.09167471 ... 0.22057825 0.33691266 0.99259255]
5,digen35_4426,0.9861496613344862,0.9575,0.9574358296904774,0.956226181893089,[0.49465649 0.49460505 0.4946554  ... 1.         1.         1.        ],"[1.00000000e+00 9.99794239e-01 9.99794239e-01 ... 4.11522634e-04
 2.05761317e-04 0.00000000e+00]",0.9864022960661871,0.9861496613344862,0.9575,0.9574358296904774,0.956226181893089,[0.49465649 0.49460505 0.4946554  ... 1.         1.         1.        ],"[1.00000000e+00 9.99794239e-01 9.99794239e-01 ... 4.11522634e-04
 2.05761317e-04 0.00000000e+00]",0.9864022960661871,0,autosklearn2,autosklearn2_1200s,[1 1 1 ... 1 1 0],[0.98393841 0.98859201 0.98618248 ... 0.96272117 0.98324291 0.00316534],[0.98393841 0.98859201 0.98618248 ... 0.96272117 0.98324291 0.00316534]
6,digen1_6265,0.9787592365858749,0.9656,0.9662760389341909,0.9660816407020312,[0.5174     0.51735174 0.51740348 ... 1.         1.         1.        ],"[1.00000000e+00 9.99806726e-01 9.99806726e-01 ... 3.86548125e-04
 1.93274063e-04 0.00000000e+00]",0.9873184223579186,0.9993334575775129,0.9853,0.9852977654168287,0.985209779655901,[0.9343985  0.93438616 0.93456187 ... 1.         1.         1.        ],"[1.00000000e+00 9.99798833e-01 9.99798833e-01 ... 4.02333535e-04
 2.01166767e-04 0.00000000e+00]",0.9993332260006622,0,autosklearn2,autosklearn2_1200s,[1 1 1 ... 1 1 0],[0.50407852 0.50042932 0.50392148 ... 0.5004818  0.50565834 0.49835244],[0.50407852 0.50042932 0.50392148 ... 0.5004818  0.50565834 0.49835244]
7,digen10_8322,0.9934725739936031,0.9681,0.9681558357351931,0.9679493620014066,[0.88183924 0.88181818 0.8819754  ... 1.         1.         1.        ],"[1.00000000e+00 9.99797898e-01 9.99797898e-01 ... 4.04203719e-04
 2.02101859e-04 0.00000000e+00]",0.9893104240982071,0.9975557834770963,0.9716,0.9716044880463393,0.9715772618094475,[0.88878988 0.88877005 0.88892851 ... 1.         1.         1.        ],"[1.00000000e+00 9.99799479e-01 9.99799479e-01 ... 4.01042711e-04
 2.00521356e-04 0.00000000e+00]",0.9975460168633579,0,autosklearn2,autosklearn2_1200s,[0 1 0 ... 1 1 0],[0.00847458 0.98275472 0.471743   ... 0.97861785 0.83535841 0.00663943],[0.00847458 0.98275472 0.471743   ... 0.97861785 0.83535841 0.00663943]
8,digen23_5191,0.9949460696367264,0.9578,0.9577355627062494,0.9592270531400966,[0.81374862 0.81371932 0.81384736 ... 1.         1.         1.        ],"[1.00000000e+00 9.99806689e-01 9.99806689e-01 ... 3.86622849e-04
 1.93311425e-04 0.00000000e+00]",0.9954019616602523,0.9949460696367264,0.9578,0.9577355627062494,0.9592270531400966,[0.81374862 0.81371932 0.81384736 ... 1.         1.         1.        ],"[1.00000000e+00 9.99806689e-01 9.99806689e-01 ... 3.86622849e-04
 1.93311425e-04 0.00000000e+00]",0.9954019616602523,0,autosklearn2,autosklearn2_1200s,[0 1 0 ... 1 0 0],[0.00276374 0.98153464 0.00267557 ... 0.98807345 0.02300737 0.0179149 ],[0.00276374 0.98153464 0.00267557 ... 0.98807345 0.02300737 0.0179149 ]
9,digen22_2433,0.9923611577785245,0.9881,0.9880794092705483,0.9882073134476266,[0.96948629 0.96948039 0.9696677  ... 1.         1.         1.        ],"[1.00000000e+00 9.99800797e-01 9.99800797e-01 ... 3.98406375e-04
 1.99203187e-04 0.00000000e+00]",0.9844514855698314,0.9999629451780713,0.9957,0.9957563025210083,0.9957722937764232,[0.98493627 0.98493336 0.98512365 ... 1.         1.         1.        ],"[1.00000000e+00 9.99803922e-01 9.99803922e-01 ... 3.92156863e-04
 1.96078431e-04 0.00000000e+00]",0.9999644318560652,0,autosklearn2,autosklearn2_1200s,[1 1 1 ... 1 1 1],[0.86838607 0.95939582 0.95333969 ... 0.96587364 0.95001964 0.95337742],[0.86838607 0.95939582 0.95333969 ... 0.96587364 0.95001964 0.95337742]
10,digen24_2433,0.9972376061051595,0.979,0.9788471192632582,0.9782968168664737,[0.74244275 0.74240342 0.7425168  ... 1.         1.         1.        ],"[1.00000000e+00 9.99794366e-01 9.99794366e-01 ... 4.11268764e-04
 2.05634382e-04 0.00000000e+00]",0.996515393210303,0.9972376061051595,0.979,0.9788471192632582,0.9782968168664737,[0.74244275 0.74240342 0.7425168  ... 1.         1.         1.        ],"[1.00000000e+00 9.99794366e-01 9.99794366e-01 ... 4.11268764e-04
 2.05634382e-04 0.00000000e+00]",0.996515393210303,0,autosklearn2,autosklearn2_1200s,[1 0 1 ... 0 0 0],"[8.14813070e-01 2.78870594e-02 9.72398682e-01 ... 1.00871906e-02
 4.65543164e-04 2.45144624e-01]","[8.14813070e-01 2.78870594e-02 9.72398682e-01 ... 1.00871906e-02
 4.65543164e-04 2.45144624e-01]"
11,digen3_769,0.9874133679061117,0.9739,0.9738398456714215,0.9746281714785652,[0.51365137 0.51360272 0.5136541  ... 1.         1.         1.        ],"[1.00000000e+00 9.99805296e-01 9.99805296e-01 ... 3.89408100e-04
 1.94704050e-04 0.00000000e+00]",0.9924783698130282,0.999958359865086,0.9858,0.9857743939090362,0.9860236220472441,[0.98835833 0.98835603 0.98835373 ... 1.         1.         1.        ],"[1.00000000e+00 9.99800359e-01 9.99600719e-01 ... 3.99281294e-04
 1.99640647e-04 0.00000000e+00]",0.9999586635868447,0,autosklearn2,autosklearn2_1200s,[0 0 1 ... 0 0 0],[0.0470161  0.0067475  0.9760091  ... 0.11414845 0.01554657 0.01158163],[0.0470161  0.0067475  0.9760091  ... 0.11414845 0.01554657 0.01158163]
12,digen17_6949,0.998812861005776,0.983,0.9830021280340485,0.9830576041459039,[0.77397471 0.77393986 0.77405922 ... 1.         1.         1.        ],"[1.00000000e+00 9.99800797e-01 9.99800797e-01 ... 3.98406375e-04
 1.99203187e-04 0.00000000e+00]",0.9988716623187212,0.998812861005776,0.983,0.9830021280340485,0.9830576041459039,[0.77397471 0.77393986 0.77405922 ... 1.         1.         1.        ],"[1.00000000e+00 9.99800797e-01 9.99800797e-01 ... 3.98406375e-04
 1.99203187e-04 0.00000000e+00]",0.9988716623187212,0,autosklearn2,autosklearn2_1200s,[1 1 0 ... 0 1 1],"[9.90891130e-01 9.99255343e-01 3.84365533e-04 ... 1.39988561e-04
 9.99855052e-01 9.96862740e-01]","[9.90891130e-01 9.99255343e-01 3.84365533e-04 ... 1.39988561e-04
 9.99855052e-01 9.96862740e-01]"
13,digen26_7270,0.9965284412381763,0.9691,0.9688993988140426,0.9675930781331935,[0.6750388  0.67499294 0.67508821 ... 1.         1.         1.        ],"[1.00000000e+00 9.99790970e-01 9.99790970e-01 ... 4.18060201e-04
 2.09030100e-04 0.00000000e+00]",0.9963033305204763,0.9965284412381763,0.9691,0.9688993988140426,0.9675930781331935,[0.6750388  0.67499294 0.67508821 ... 1.         1.         1.        ],"[1.00000000e+00 9.99790970e-01 9.99790970e-01 ... 4.18060201e-04
 2.09030100e-04 0.00000000e+00]",0.9963033305204763,0,autosklearn2,autosklearn2_1200s,[1 0 1 ... 1 1 0],[0.99333405 0.01873415 0.98704299 ... 0.99029212 0.99258903 0.22381247],[0.99333405 0.01873415 0.98704299 ... 0.99029212 0.99258903 0.22381247]
14,digen7_6949,0.998082726704683,0.9763,0.9760777519412998,0.9771918005966702,[0.75449102 0.75445516 0.75456538 ... 1.         1.         1.        ],"[1.00000000e+00 9.99806427e-01 9.99806427e-01 ... 3.87146729e-04
 1.93573364e-04 0.00000000e+00]",0.9982641385548582,0.998082726704683,0.9763,0.9760777519412998,0.9771918005966702,[0.75449102 0.75445516 0.75456538 ... 1.         1.         1.        ],"[1.00000000e+00 9.99806427e-01 9.99806427e-01 ... 3.87146729e-04
 1.93573364e-04 0.00000000e+00]",0.9982641385548582,0,autosklearn2,autosklearn2_1200s,[0 1 1 ... 0 1 1],"[4.39200923e-04 9.99936016e-01 9.89220099e-01 ... 1.84563680e-05
 9.96514400e-01 9.99681825e-01]","[4.39200923e-04 9.99936016e-01 9.89220099e-01 ... 1.84563680e-05
 9.96514400e-01 9.99681825e-01]"
15,digen16_5390,0.9883225527230345,0.9647,0.9648285690094307,0.9642965510266005,[0.83720137 0.83717358 0.83731649 ... 1.         1.         1.        ],"[1.00000000e+00 9.99796168e-01 9.99796168e-01 ... 4.07664085e-04
 2.03832042e-04 0.00000000e+00]",0.9781548037711303,0.9980113987272952,0.9741,0.974101823425167,0.9740610916374561,[0.85392491 0.85389998 0.85404575 ... 1.         1.         1.        ],"[1.00000000e+00 9.99800160e-01 9.99800160e-01 ... 3.99680256e-04
 1.99840128e-04 0.00000000e+00]",0.9980518200996666,0,autosklearn2,autosklearn2_1200s,[1 1 0 ... 1 1 1],[0.6904771  0.97726484 0.00354852 ... 0.99011688 0.73240731 0.97686717],[0.6904771  0.97726484 0.00354852 ... 0.99011688 0.73240731 0.97686717]
16,digen27_860,0.987052862423947,0.9581,0.9578450246957309,0.956485616367224,[0.58964386 0.58959397 0.58966565 ... 1.         1.         1.        ],"[1.00000000e+00 9.99793857e-01 9.99793857e-01 ... 4.12286127e-04
 2.06143063e-04 0.00000000e+00]",0.9751784489849146,0.9965907157884597,0.9664,0.9661964023588266,0.9654178674351584,[0.60021879 0.60017019 0.60024316 ... 1.         1.         1.        ],"[1.00000000e+00 9.99797489e-01 9.99797489e-01 ... 4.05022276e-04
 2.02511138e-04 0.00000000e+00]",0.9967099855508219,0,autosklearn2,autosklearn2_1200s,[0 1 0 ... 0 1 0],[0.05647764 0.96936596 0.00691496 ... 0.24865831 0.97291831 0.06276242],[0.05647764 0.96936596 0.00691496 ... 0.24865831 0.97291831 0.06276242]
17,digen37_769,0.9944734791157566,0.9683,0.9682974749275959,0.968086177388503,[0.5047975  0.50474747 0.50479846 ... 1.         1.         1.        ],"[1.00000000e+00 9.99799920e-01 9.99799920e-01 ... 4.00160064e-04
 2.00080032e-04 0.00000000e+00]",0.9957097749585284,0.9975469731461503,0.9714,0.9713776332097026,0.9711169460715007,[0.85138841 0.85136294 0.85150892 ... 1.         1.         1.        ],"[1.00000000e+00 9.99798671e-01 9.99798671e-01 ... 4.02657540e-04
 2.01328770e-04 0.00000000e+00]",0.9975976888799509,0,autosklearn2,autosklearn2_1200s,[1 1 1 ... 0 1 0],[0.99724985 0.84034162 0.91599321 ... 0.00648441 0.97956816 0.00297458],[0.99724985 0.84034162 0.91599321 ... 0.00648441 0.97956816 0.00297458]
18,digen12_8322,0.99813509841607,0.977,0.9769938122557442,0.97737111373475,[0.8443263  0.84430043 0.84444075 ... 1.         1.         1.        ],"[1.00000000e+00 9.99803227e-01 9.99803227e-01 ... 3.93545848e-04
 1.96772924e-04 0.00000000e+00]",0.9982118706103149,0.99813509841607,0.977,0.9769938122557442,0.97737111373475,[0.8443263  0.84430043 0.84444075 ... 1.         1.         1.        ],"[1.00000000e+00 9.99803227e-01 9.99803227e-01 ... 3.93545848e-04
 1.96772924e-04 0.00000000e+00]",0.9982118706103149,0,autosklearn2,autosklearn2_1200s,[1 0 0 ... 1 0 1],[0.96036073 0.00120036 0.00220026 ... 0.88337211 0.00109329 0.99685137],[0.96036073 0.00120036 0.00220026 ... 0.88337211 0.00109329 0.99685137]
19,digen6_466,0.9974504859268143,0.9801,0.9802468301101734,0.9805188448360255,[0.72792972 0.72789116 0.72799433 ... 1.         1.         1.        ],"[1.00000000e+00 9.99805334e-01 9.99805334e-01 ... 3.89332295e-04
 1.94666148e-04 0.00000000e+00]",0.9977500859773908,0.9974504859268143,0.9801,0.9802468301101734,0.9805188448360255,[0.72792972 0.72789116 0.72799433 ... 1.         1.         1.        ],"[1.00000000e+00 9.99805334e-01 9.99805334e-01 ... 3.89332295e-04
 1.94666148e-04 0.00000000e+00]",0.9977500859773908,0,autosklearn2,autosklearn2_1200s,[1 1 1 ... 0 1 0],"[9.99331539e-01 9.79357286e-01 9.98654644e-01 ... 2.33090957e-04
 9.99884353e-01 1.19499048e-02]","[9.99331539e-01 9.79357286e-01 9.98654644e-01 ... 2.33090957e-04
 9.99884353e-01 1.19499048e-02]"
20,digen25_2433,0.9986313737189184,0.9856,0.9855488813162627,0.9853121175030599,[0.6193776  0.61932964 0.61940769 ... 1.         1.         1.        ],"[1.00000000e+00 9.99796583e-01 9.99796583e-01 ... 4.06834825e-04
 2.03417413e-04 0.00000000e+00]",0.9985991574108692,0.9986313737189184,0.9856,0.9855488813162627,0.9853121175030599,[0.6193776  0.61932964 0.61940769 ... 1.         1.         1.        ],"[1.00000000e+00 9.99796583e-01 9.99796583e-01 ... 4.06834825e-04
 2.03417413e-04 0.00000000e+00]",0.9985991574108692,0,autosklearn2,autosklearn2_1200s,[1 0 1 ... 0 1 1],[0.99784826 0.02174073 0.97508769 ... 0.00360545 0.9787558  0.99910247],[0.99784826 0.02174073 0.97508769 ... 0.00360545 0.9787558  0.99910247]
21,digen34_769,0.9984095536382145,0.9789,0.9789073156292625,0.978864068917159,[0.87941022 0.87938904 0.87954346 ... 1.         1.         1.        ],"[1.00000000e+00 9.99800399e-01 9.99800399e-01 ... 3.99201597e-04
 1.99600798e-04 0.00000000e+00]",0.9984214152933671,0.9984095536382145,0.9789,0.9789073156292625,0.978864068917159,[0.87941022 0.87938904 0.87954346 ... 1.         1.         1.        ],"[1.00000000e+00 9.99800399e-01 9.99800399e-01 ... 3.99201597e-04
 1.99600798e-04 0.00000000e+00]",0.9984214152933671,0,autosklearn2,autosklearn2_1200s,[0 1 0 ... 1 0 1],[0.0501914  0.95915165 0.01833664 ... 0.88680776 0.36691859 0.98494707],[0.0501914  0.95915165 0.01833664 ... 0.88680776 0.36691859 0.98494707]
22,digen31_2433,0.9900574198988229,0.965,0.9650093952303453,0.9642492339121552,[0.84293103 0.84290395 0.84304933 ... 1.         1.         1.        ],"[1.00000000e+00 9.99795459e-01 9.99795459e-01 ... 4.09081612e-04
 2.04540806e-04 0.00000000e+00]",0.9814639661314748,0.9977317411946464,0.972,0.9719552183693121,0.9716254560194568,[0.85637931 0.85635454 0.85650224 ... 1.         1.         1.        ],"[1.00000000e+00 9.99798671e-01 9.99798671e-01 ... 4.02657540e-04
 2.01328770e-04 0.00000000e+00]",0.9977662055900951,0,autosklearn2,autosklearn2_1200s,[1 1 0 ... 1 1 0],[0.97149258 0.97414225 0.00291667 ... 0.98232007 0.99271843 0.06509515],[0.97149258 0.97414225 0.00291667 ... 0.98232007 0.99271843 0.06509515]
23,digen33_769,0.9932966075555807,0.954,0.9539817372716084,0.9544734758511481,[0.81652273 0.81649283 0.81662592 ... 1.         1.         1.        ],"[1.00000000e+00 9.99800439e-01 9.99800439e-01 ... 3.99121932e-04
 1.99560966e-04 0.00000000e+00]",0.9932712936810565,0.9932966075555807,0.954,0.9539817372716084,0.9544734758511481,[0.81652273 0.81649283 0.81662592 ... 1.         1.         1.        ],"[1.00000000e+00 9.99800439e-01 9.99800439e-01 ... 3.99121932e-04
 1.99560966e-04 0.00000000e+00]",0.9932712936810565,0,autosklearn2,autosklearn2_1200s,[0 1 0 ... 0 0 0],[0.09426742 0.99974662 0.00338747 ... 0.00980009 0.00972204 0.00550982],[0.09426742 0.99974662 0.00338747 ... 0.00980009 0.00972204 0.00550982]
24,digen38_4426,0.9934962223800656,0.9532,0.9532247702361383,0.9531531531531533,[0.79780813 0.79777601 0.79790276 ... 1.         1.         1.        ],"[1.00000000e+00 9.99800916e-01 9.99800916e-01 ... 3.98168425e-04
 1.99084213e-04 0.00000000e+00]",0.9937822286625473,0.9934962223800656,0.9532,0.9532247702361383,0.9531531531531533,[0.79780813 0.79777601 0.79790276 ... 1.         1.         1.        ],"[1.00000000e+00 9.99800916e-01 9.99800916e-01 ... 3.98168425e-04
 1.99084213e-04 0.00000000e+00]",0.9937822286625473,0,autosklearn2,autosklearn2_1200s,[1 1 1 ... 0 1 0],[0.9855057  0.99825363 0.61761527 ... 0.03639439 0.9863994  0.00203625],[0.9855057  0.99825363 0.61761527 ... 0.03639439 0.9863994  0.00203625]
25,digen28_769,0.997070280483776,0.9783,0.9780999783397384,0.9790155690938981,[0.78367658 0.78364358 0.78376316 ... 1.         1.         1.        ],"[1.00000000e+00 9.99805334e-01 9.99805334e-01 ... 3.89332295e-04
 1.94666148e-04 0.00000000e+00]",0.9971410738161102,0.997070280483776,0.9783,0.9780999783397384,0.9790155690938981,[0.78367658 0.78364358 0.78376316 ... 1.         1.         1.        ],"[1.00000000e+00 9.99805334e-01 9.99805334e-01 ... 3.89332295e-04
 1.94666148e-04 0.00000000e+00]",0.9971410738161102,0,autosklearn2,autosklearn2_1200s,[0 0 0 ... 1 0 0],"[8.86008464e-03 4.67044585e-03 4.73800932e-05 ... 9.78960788e-01
 1.46526220e-04 5.16432271e-04]","[8.86008464e-03 4.67044585e-03 4.73800932e-05 ... 9.78960788e-01
 1.46526220e-04 5.16432271e-04]"
26,digen40_5390,0.9952425179568994,0.9686,0.9680194845976313,0.9701974183750949,[0.56060769 0.56056034 0.56062076 ... 1.         1.         1.        ],"[1.00000000e+00 9.99807803e-01 9.99807803e-01 ... 3.84393619e-04
 1.92196810e-04 0.00000000e+00]",0.9957589701853858,0.9952425179568994,0.9686,0.9680194845976313,0.9701974183750949,[0.56060769 0.56056034 0.56062076 ... 1.         1.         1.        ],"[1.00000000e+00 9.99807803e-01 9.99807803e-01 ... 3.84393619e-04
 1.92196810e-04 0.00000000e+00]",0.9957589701853858,0,autosklearn2,autosklearn2_1200s,[1 0 1 ... 0 0 1],[0.82179469 0.00172529 0.956209   ... 0.04943446 0.05112257 0.9267215 ],[0.82179469 0.00172529 0.956209   ... 0.04943446 0.05112257 0.9267215 ]
27,digen2_6949,0.997966030495169,0.9758,0.9756722016773993,0.9766002707406691,[0.80305391 0.80302322 0.80314838 ... 1.         1.         1.        ],"[1.00000000e+00 9.99805976e-01 9.99805976e-01 ... 3.88048118e-04
 1.94024059e-04 0.00000000e+00]",0.9981168615787587,0.997966030495169,0.9758,0.9756722016773993,0.9766002707406691,[0.80305391 0.80302322 0.80314838 ... 1.         1.         1.        ],"[1.00000000e+00 9.99805976e-01 9.99805976e-01 ... 3.88048118e-04
 1.94024059e-04 0.00000000e+00]",0.9981168615787587,0,autosklearn2,autosklearn2_1200s,[0 1 0 ... 1 0 1],[0.38704863 0.95713134 0.01252219 ... 0.99238311 0.33164786 0.95358386],[0.38704863 0.95713134 0.01252219 ... 0.99238311 0.33164786 0.95358386]
28,digen4_860,0.9970328430025647,0.9698,0.9698052988752761,0.9701698933227973,[0.68934549 0.68930321 0.68939703 ... 1.         1.         1.        ],"[1.00000000e+00 9.99802606e-01 9.99802606e-01 ... 3.94788788e-04
 1.97394394e-04 0.00000000e+00]",0.997194202019346,0.9970328430025647,0.9698,0.9698052988752761,0.9701698933227973,[0.68934549 0.68930321 0.68939703 ... 1.         1.         1.        ],"[1.00000000e+00 9.99802606e-01 9.99802606e-01 ... 3.94788788e-04
 1.97394394e-04 0.00000000e+00]",0.997194202019346,0,autosklearn2,autosklearn2_1200s,[1 1 1 ... 1 0 0],"[9.99109497e-01 9.77969122e-01 9.40826576e-01 ... 8.55084609e-01
 9.77379657e-04 2.21539682e-04]","[9.99109497e-01 9.77969122e-01 9.40826576e-01 ... 8.55084609e-01
 9.77379657e-04 2.21539682e-04]"
29,digen14_769,0.9934297389764192,0.955,0.9550205268905246,0.9549098196392786,[0.78332808 0.78329393 0.7834174  ... 1.         1.         1.        ],"[1.00000000e+00 9.99798833e-01 9.99798833e-01 ... 4.02333535e-04
 2.01166767e-04 0.00000000e+00]",0.993577895051807,0.9934297389764192,0.955,0.9550205268905246,0.9549098196392786,[0.78332808 0.78329393 0.7834174  ... 1.         1.         1.        ],"[1.00000000e+00 9.99798833e-01 9.99798833e-01 ... 4.02333535e-04
 2.01166767e-04 0.00000000e+00]",0.993577895051807,0,autosklearn2,autosklearn2_1200s,[1 0 0 ... 1 0 0],"[9.96297077e-01 2.11453626e-02 2.30300016e-03 ... 9.99486414e-01
 2.15245789e-02 5.04936133e-04]","[9.96297077e-01 2.11453626e-02 2.30300016e-03 ... 9.99486414e-01
 2.15245789e-02 5.04936133e-04]"
30,digen29_8322,0.8048757993950051,0.7542,0.7554462248166267,0.7688980819857089,[0.50910973 0.50905891 0.50911162 ... 1.         1.         1.        ],"[1.00000000e+00 9.99796665e-01 9.99796665e-01 ... 4.06669378e-04
 2.03334689e-04 0.00000000e+00]",0.7199617778858259,0.9839358486559253,0.882,0.9089776316978704,0.9057056097171168,[0.70351967 0.70348897 0.70356181 ... 1.         1.         1.        ],"[1.00000000e+00 9.99852855e-01 9.99852855e-01 ... 2.94290759e-04
 1.47145380e-04 0.00000000e+00]",0.9924425099278881,0,autosklearn2,autosklearn2_1200s,[1 1 1 ... 1 0 1],[0.60096216 0.6542831  0.5998033  ... 0.64408309 0.40151057 0.59061937],[0.60096216 0.6542831  0.5998033  ... 0.64408309 0.40151057 0.59061937]
31,digen21_6265,0.9947825161306519,0.9651,0.9657678692475711,0.9668408551068884,[0.70287751 0.70283828 0.70293108 ... 1.         1.         1.        ],"[1.00000000e+00 9.99812207e-01 9.99812207e-01 ... 3.75586854e-04
 1.87793427e-04 0.00000000e+00]",0.9954651010572758,0.9947825161306519,0.9651,0.9657678692475711,0.9668408551068884,[0.70287751 0.70283828 0.70293108 ... 1.         1.         1.        ],"[1.00000000e+00 9.99812207e-01 9.99812207e-01 ... 3.75586854e-04
 1.87793427e-04 0.00000000e+00]",0.9954651010572758,0,autosklearn2,autosklearn2_1200s,[0 0 0 ... 1 0 0],[0.05402377 0.02437839 0.04189242 ... 0.9631555  0.04450573 0.07115618],[0.05402377 0.02437839 0.04189242 ... 0.9631555  0.04450573 0.07115618]
32,digen15_5311,0.9492450128204615,0.9268,0.9266341588297178,0.9242863053371948,[0.4974975  0.49744719 0.497497   ... 1.         1.         1.        ],"[1.00000000e+00 9.99798793e-01 9.99798793e-01 ... 4.02414487e-04
 2.01207243e-04 0.00000000e+00]",0.966587355937864,0.9977348821197162,0.9716,0.9736370142732436,0.9690429474602136,[0.83058081 0.83054937 0.83070355 ... 1.         1.         1.        ],"[1.00000000e+00 9.99776586e-01 9.99776586e-01 ... 4.46827525e-04
 2.23413762e-04 0.00000000e+00]",0.9971600529062963,0,autosklearn2,autosklearn2_1200s,[1 1 1 ... 1 1 1],[0.85035111 0.70195605 0.87052871 ... 0.85609987 0.613015   0.84998389],[0.85035111 0.70195605 0.87052871 ... 0.85609987 0.613015   0.84998389]
33,digen19_7270,0.9978187273225975,0.9712,0.972098509648456,0.9725609756097561,[0.8826649  0.88264545 0.88279178 ... 1.         1.         1.        ],"[1.00000000e+00 9.99812242e-01 9.99812242e-01 ... 3.75516335e-04
 1.87758167e-04 0.00000000e+00]",0.9981247576608694,0.9978187273225975,0.9712,0.972098509648456,0.9725609756097561,[0.8826649  0.88264545 0.88279178 ... 1.         1.         1.        ],"[1.00000000e+00 9.99812242e-01 9.99812242e-01 ... 3.75516335e-04
 1.87758167e-04 0.00000000e+00]",0.9981247576608694,0,autosklearn2,autosklearn2_1200s,[0 0 1 ... 1 0 0],[0.13562931 0.00171942 0.86547234 ... 0.96347432 0.20822758 0.00260303],[0.13562931 0.00171942 0.86547234 ... 0.96347432 0.20822758 0.00260303]
